,RID,start,end,Distance,Time
299,32497,"54.7534286780364, 9.18954848195426","54.8211523221544, 9.41789253149182",23007,1402
300,32513,"52.5447019702403, 9.73457336425781","52.5480633469816, 9.71534729003906",1756,349
301,32538,"50.3194568923982, 10.2746114725596","50.3803492389462, 10.2660026529338",9205,675
302,32541,"54.4857089822017, 9.42901611328125","54.4881099612316, 9.42111968994141",1787,156
303,32582,"52.1543323477682, 11.5521240234375","51.8129449204851, 10.3559875488281",135065,6408
304,32585,"48.4471312074834, 9.09621834754944","48.4433812013801, 9.08800005912781",5553,987
305,32596,"53.5627470488464, 10.0462245941162","53.6242937543012, 10.2008056640625",15741,1703
306,32607,"51.9806890977375, 8.51303100585938","52.019982262795, 8.51097106933594",7978,740
307,32616,"53.5224644595483, 10.0032234191895","53.5267887765295, 10.0140380859375",6959,991
308,32631,"51.6982800835705, 10.4260143448482","51.7041654303399, 10.4488002526341",1822,203
309,32635,"52.5001642027932, 13.4674036502838","52.4999151971456, 13.4736156463623",975,177
310,32636,"52.3588478117381, 9.72538948059082","52.3178958637062, 9.76043801423879",8608,846
311,32644,"50.3673305243901, 7.64077126979828","50.3544424077391, 7.60775327682495",3494,461
312,32646,"51.1947931219953, 6.45758235408721","51.1916212063908, 6.46407652136986",764,140
313,32647,"49.5762304364314, 12.147583005717","49.5786845206099, 12.1662639621452",3772,284
314,32648,"48.132529093688, 11.5052838320844","48.1299872021923, 11.5237607946619",1648,358
315,32665,"52.5321401971383, 13.376674440733","52.5321692239162, 13.3699796470319",1919,343
316,32667,"52.6276126834009, 13.5164076089859","52.7076662111421, 13.5308790198178",14924,1399
317,32710,"50.1688278477419, 8.61996746010846","50.2542425732361, 8.53954410500592",27027,2066
318,32728,"52.5654480353465, 13.4133195877075","52.5786563103364, 13.4554158838",4623,605
319,32741,"50.8676518325682, 12.074797154346","50.877206704892, 12.0568656991236",4344,452
320,32746,"51.8232981240392, 6.93580627441406","51.8536153951527, 6.9378662109375",4980,405
321,32749,"51.014567110063, 13.7849020957947","51.0315834948263, 13.7700748443604",2615,360
322,32773,"51.762534588118, 8.65044593811035","51.7558888047407, 8.70726585388184",5379,462
323,32788,"52.4710682229867, 13.432349753275","52.4712929818382, 13.4379705907486",497,106
324,32790,"49.4220495216265, 8.42848777770996","49.3951146901522, 8.47208976745606",5399,454
325,32801,"52.373516301661, 9.73972320556641","52.3668871274734, 9.78796005249024",4003,748
326,32808,"50.5465992062142, 11.3452143967152","50.4017523933381, 11.8203163112048",51189,3303
327,32830,"50.3541220423542, 7.59193897247314","50.3216677040527, 7.55902290344238",6012,385
328,32834,"50.9395857565617, 6.20997369289398","50.7289835596312, 6.30675315856934",30774,2635
329,32839,"48.6345251901306, 11.7852401733398","48.713664733068, 11.3787460327148",44459,2020
330,32859,"51.4600360310289, 7.56820678710938","51.6309755733056, 7.53662109375",22843,1856
331,32865,"50.9941047647981, 11.0291147232056","50.9461202684509, 11.0180854797363",7188,950
332,32874,"49.2608662439414, 11.2288856506348","49.3189330716641, 12.3350715637207",111863,4736
333,32900,"52.0296834111357, 8.90201568603516","52.0436224446916, 8.93428802490235",3838,643
334,32932,"52.4467525895518, 13.3717346191406","52.4458440659601, 13.3732795715332",144,21
335,32942,"52.5258825609947, 7.31483459472656","52.5494697139725, 7.24960327148438",5701,435
336,32945,"48.0746214034705, 8.73862266365905","48.0761568062805, 8.73061133965166",794,138
337,32947,"53.6344678110397, 10.0964516401291","53.6352770056838, 10.1051527261734",1117,175
338,32948,"50.1109574659362, 8.76604270830285","50.1382416179593, 8.76724433794152",4318,562
339,32951,"51.583203275904, 7.62145614833571","51.6325950041593, 7.62488937587477",8003,1011
340,32980,"53.4739738462381, 9.70161437988281","53.4766461662827, 9.73114013671875",2836,432
341,32987,"53.6842223061836, 9.98785972595215","53.6987949973576, 10.0684976577759",10685,1239
342,32990,"49.0438319081037, 8.37244033813477","49.0500201699304, 8.36986541748047",906,103
343,33006,"53.4672232288792, 9.80890274047852","53.4627318704433, 9.81645584106445",830,186
344,33017,"48.8000796382796, 8.44316482543945","48.8005319216812, 8.49878311157227",6798,590
345,33050,"49.1387799117961, 9.41014409065247","49.1204030913447, 9.38180923461914",7217,617
346,33071,"53.7354652795595, 10.598991389852","53.7072005388581, 10.7434272870887",12358,854
347,33082,"48.486058058403, 9.19826030731201","48.4471815793129, 9.20386075973511",7400,866
348,33102,"51.7529825949276, 11.9914627040271","51.7499737944368, 11.9966697675409",789,135
349,33103,"50.0820585551962, 8.83870661247784","50.0774212782568, 8.84659766976256",1982,273
350,33111,"51.2754769678566, 6.23991250991821","51.3325637007609, 6.11698150634766",22241,1393
351,33131,"48.8710551326065, 9.2238979350077","48.8582839426934, 9.18998622946674",4222,516
352,33135,"54.6678749403745, 8.92192840576172","54.6019032516363, 8.82305145263672",16152,1815
353,33140,"52.2684200005955, 8.04600477218628","52.1579271405101, 8.0119514465332",18380,1521
354,33154,"50.8065737447072, 12.9130125045776","50.8402092102875, 12.8117430210114",14445,1026
355,33160,"54.1146023927744, 12.1378326416016","54.2431505550578, 12.199330329895",20396,1599
356,42079,"51.8329399895703, 6.46236419677734","51.8159442116144, 6.52725219726563",9264,741
357,42114,"54.2988787256281, 13.0606359243393","54.3169012342638, 13.0576586723328",2432,292
358,42115,"49.9004249349259, 8.50942611694336","49.7840128926146, 8.77326965332031",35699,2114
359,42127,"50.8512519552872, 12.9479885101318","50.9318338692658, 12.8515791893005",16165,1322
360,42135,"48.6201883186906, 9.33548111010168","48.6214602633248, 9.3377107847482",310,68
361,42137,"48.206172917143, 11.5521669387817","47.5090411558147, 11.2651062011719",110204,5251
362,42143,"50.0742743261811, 7.43903160095215","50.077799030951, 7.36196637153626",6462,421
363,42147,"48.7789308370763, 9.18066501617432","48.8045457581585, 9.19585704803467",4363,656
364,42150,"49.467407303634, 7.76698207802838","49.1448698494201, 7.76027870073449",57614,3666
365,42157,"49.3340718204606, 7.5889778137207","49.1520714583668, 7.78038024902344",39472,1940
366,42167,"50.6257427978421, 9.49577522173058","50.5128152511898, 9.24478915287182",32481,2075
367,42186,"51.7330585778213, 10.2399444580078","51.8179239561717, 10.3250885009766",15129,1107
368,42190,"50.2200620113189, 8.65669429298578","50.2201824894598, 8.65668296857621",10,2
369,42195,"52.3328999428736, 9.83431398835819","52.33371453188, 9.823820113088",2038,310
370,42196,"47.5032949794286, 11.0926478204783","47.6875379079332, 11.1626856622752",32839,2139
371,42199,"51.6526700077083, 7.33082056045532","51.6670190648764, 7.25698471069336",11774,1629
372,42200,"48.4403762595544, 11.8579387664795","48.4221415117277, 11.8802547454834",2968,222
373,42209,"52.1236200490129, 11.6475677490234","51.761810788082, 10.9561157226562",77449,4079
374,42213,"53.5520370307997, 10.0172423198819","52.1627865914211, 10.5380058148876",210884,8494
375,42219,"51.46793756484, 7.48958587646484","51.4558040463079, 7.50095844268799",2585,454
376,42230,"48.6988928511018, 10.3567332029343","48.6997020936065, 10.3501617908478",572,104
377,42232,"48.1403743586862, 11.6015616670484","47.4823993478851, 11.5008232590234",94007,5252
378,42233,"53.3056468433287, 9.9565315246582","53.2824584662586, 9.80855941772461",14017,1243
379,42240,"51.4564704855005, 6.73659373889677","51.4679164502837, 6.72075773065444",1904,238
380,42243,"48.9459833267185, 9.42970275878906","48.8209970101789, 9.34850692749024",20972,1297
381,42256,"51.0120311596628, 11.3422679901123","50.985876133371, 11.3455001986586",4792,633
382,42262,"52.5329874486569, 13.5439112343011","52.5669266091613, 14.0748616517521",43725,3270
383,42264,"48.1439465741166, 10.2533585677156","48.0874754915238, 10.2829170192126",10099,810
384,42272,"51.5384479835308, 7.11441993713379","51.5495475338527, 7.12858200073242",8962,836
385,42279,"51.4720151866535, 7.36740589141846","51.4274924994744, 7.27020263671875",11936,656
386,42295,"51.9054327045212, 8.37516975298058","51.8977787417975, 8.3962732877544",2509,387
387,42296,"53.0644325013774, 8.80579948425293","53.1116684187051, 9.03648425426929",30947,2099
388,42300,"53.039581865896, 8.59859991047415","53.1299679149837, 8.63558006181847",12933,1116
389,42308,"52.7662917817552, 13.238525390625","52.7870809335192, 13.2625579833984",4365,460
390,42310,"52.5005469489585, 13.3160090446472","52.4929446935689, 13.3138632774353",1425,257
391,42312,"49.0035766466774, 8.51842761039734","48.983510442385, 8.42462539672852",11459,902
392,42315,"51.7181311252989, 8.75846385955811","51.7187922602311, 8.76202583312988",521,130
393,42329,"51.8180316186099, 9.86949920654297","51.6774066499541, 9.73498106002808",29318,2007
394,42337,"52.025077360978, 8.5434365272522","52.0235061454287, 8.50341796875",5138,438
395,42344,"53.597815240149, 11.4431190490723","53.5965342552422, 11.4423894882202",1119,243
396,42348,"51.5012727550175, 6.87977314039017","51.5649169572955, 6.86665535060456",8446,937
397,42350,"50.8893906240934, 11.8231773376465","50.8952377736013, 11.8255805969238",605,131
398,42383,"49.388630550439, 11.3559150695801","49.3868426993572, 11.3463020324707",1838,310
399,42390,"51.0123118492866, 13.8125824928284","51.0662153457659, 13.8515281677246",9307,1232
400,42393,"49.4497571741623, 11.1179065704346","49.4582170862832, 11.1236572265625",2605,406
401,42409,"51.5890428924416, 7.20428466796875","51.6636551644809, 7.19089508056641",14950,882
402,42420,"52.5291983833952, 13.4794306755066","52.7463252149242, 13.6339832469821",32952,2484
403,42433,"53.4907447366359, 10.258886218071","53.4964429100793, 10.2810788154602",1891,307
404,42441,"50.5645252914413, 8.15769195556641","50.4874249714563, 8.27133178710938",14712,1093
405,42443,"50.1248154060529, 8.71410548686981","50.0642468338323, 8.65847110748291",14297,975
406,42444,"49.215578774996, 8.9128303527832","49.1305098253279, 8.90235900878906",12371,1064
407,42452,"50.0253379921522, 8.79213523759972","49.9880366200599, 8.72913551225793",8689,827
408,42455,"54.1475564206634, 10.9565234184265","54.178932490972, 10.9720426797867",4286,313
409,42470,"48.8500737046648, 13.4117317199707","48.8570578229979, 13.3911323547363",2966,351
410,42497,"54.7534286780364, 9.18954848195426","54.8211523221544, 9.41789253149182",23007,1402
411,42513,"52.5447019702403, 9.73457336425781","52.5480633469816, 9.71534729003906",1756,349
412,42538,"50.3194568923982, 10.2746114725596","50.3803492389462, 10.2660026529338",9205,675
413,42541,"54.4857089822017, 9.42901611328125","54.4881099612316, 9.42111968994141",1787,156
414,42582,"52.1543323477682, 11.5521240234375","51.8129449204851, 10.3559875488281",135065,6408
415,42585,"48.4471312074834, 9.09621834754944","48.4433812013801, 9.08800005912781",5553,987
416,42596,"53.5627470488464, 10.0462245941162","53.6242937543012, 10.2008056640625",15741,1703
417,42607,"51.9806890977375, 8.51303100585938","52.019982262795, 8.51097106933594",7978,740
418,42616,"53.5224644595483, 10.0032234191895","53.5267887765295, 10.0140380859375",6959,991
419,42631,"51.6982800835705, 10.4260143448482","51.7041654303399, 10.4488002526341",1822,203
420,42635,"52.5001642027932, 13.4674036502838","52.4999151971456, 13.4736156463623",975,177
421,42636,"52.3588478117381, 9.72538948059082","52.3178958637062, 9.76043801423879",8608,846
422,42644,"50.3673305243901, 7.64077126979828","50.3544424077391, 7.60775327682495",3494,461
423,42646,"51.1947931219953, 6.45758235408721","51.1916212063908, 6.46407652136986",764,140
424,42647,"49.5762304364314, 12.147583005717","49.5786845206099, 12.1662639621452",3772,284
425,42648,"48.132529093688, 11.5052838320844","48.1299872021923, 11.5237607946619",1648,358
426,42665,"52.5321401971383, 13.376674440733","52.5321692239162, 13.3699796470319",1919,343
427,42667,"52.6276126834009, 13.5164076089859","52.7076662111421, 13.5308790198178",14924,1399
428,42710,"50.1688278477419, 8.61996746010846","50.2542425732361, 8.53954410500592",27027,2066
429,42728,"52.5654480353465, 13.4133195877075","52.5786563103364, 13.4554158838",4623,605
430,42741,"50.8676518325682, 12.074797154346","50.877206704892, 12.0568656991236",4344,452
431,42746,"51.8232981240392, 6.93580627441406","51.8536153951527, 6.9378662109375",4980,405
432,42749,"51.014567110063, 13.7849020957947","51.0315834948263, 13.7700748443604",2615,360
433,42773,"51.762534588118, 8.65044593811035","51.7558888047407, 8.70726585388184",5379,462
434,42788,"52.4710682229867, 13.432349753275","52.4712929818382, 13.4379705907486",497,106
435,42790,"49.4220495216265, 8.42848777770996","49.3951146901522, 8.47208976745606",5399,454
436,42801,"52.373516301661, 9.73972320556641","52.3668871274734, 9.78796005249024",4003,748
437,42808,"50.5465992062142, 11.3452143967152","50.4017523933381, 11.8203163112048",51189,3303
438,42830,"50.3541220423542, 7.59193897247314","50.3216677040527, 7.55902290344238",6012,385
439,42834,"50.9395857565617, 6.20997369289398","50.7289835596312, 6.30675315856934",30774,2635
440,42839,"48.6345251901306, 11.7852401733398","48.713664733068, 11.3787460327148",44459,2020
441,42859,"51.4600360310289, 7.56820678710938","51.6309755733056, 7.53662109375",22843,1856
442,42865,"50.9941047647981, 11.0291147232056","50.9461202684509, 11.0180854797363",7188,950
443,42874,"49.2608662439414, 11.2288856506348","49.3189330716641, 12.3350715637207",111863,4736
444,42900,"52.0296834111357, 8.90201568603516","52.0436224446916, 8.93428802490235",3838,643
445,42932,"52.4467525895518, 13.3717346191406","52.4458440659601, 13.3732795715332",144,21
446,42942,"52.5258825609947, 7.31483459472656","52.5494697139725, 7.24960327148438",5701,435
447,42945,"48.0746214034705, 8.73862266365905","48.0761568062805, 8.73061133965166",794,138
448,42947,"53.6344678110397, 10.0964516401291","53.6352770056838, 10.1051527261734",1117,175
449,42948,"50.1109574659362, 8.76604270830285","50.1382416179593, 8.76724433794152",4318,562
450,42951,"51.583203275904, 7.62145614833571","51.6325950041593, 7.62488937587477",8003,1011
451,42980,"53.4739738462381, 9.70161437988281","53.4766461662827, 9.73114013671875",2836,432
452,42987,"53.6842223061836, 9.98785972595215","53.6987949973576, 10.0684976577759",10685,1239
453,42990,"49.0438319081037, 8.37244033813477","49.0500201699304, 8.36986541748047",906,103
454,43006,"53.4672232288792, 9.80890274047852","53.4627318704433, 9.81645584106445",830,186
455,43017,"48.8000796382796, 8.44316482543945","48.8005319216812, 8.49878311157227",6798,590
456,43050,"49.1387799117961, 9.41014409065247","49.1204030913447, 9.38180923461914",7217,617
457,43071,"53.7354652795595, 10.598991389852","53.7072005388581, 10.7434272870887",12358,854
458,43082,"48.486058058403, 9.19826030731201","48.4471815793129, 9.20386075973511",7400,866
459,43102,"51.7529825949276, 11.9914627040271","51.7499737944368, 11.9966697675409",789,135
460,43103,"50.0820585551962, 8.83870661247784","50.0774212782568, 8.84659766976256",1982,273
461,43111,"51.2754769678566, 6.23991250991821","51.3325637007609, 6.11698150634766",22241,1393
462,43131,"48.8710551326065, 9.2238979350077","48.8582839426934, 9.18998622946674",4222,516
463,43135,"54.6678749403745, 8.92192840576172","54.6019032516363, 8.82305145263672",16152,1815
464,43140,"52.2684200005955, 8.04600477218628","52.1579271405101, 8.0119514465332",18380,1521
465,43154,"50.8065737447072, 12.9130125045776","50.8402092102875, 12.8117430210114",14445,1026
466,43160,"54.1146023927744, 12.1378326416016","54.2431505550578, 12.199330329895",20396,1599
467,53172,"52.545746346846, 13.4321367309713","52.5815393349533, 13.477069497967",6727,848
468,53173,"50.9224811007051, 13.0423507685191","50.8970302697136, 13.0581436151988",5289,486
469,53177,"50.9409675395845, 6.96947657241043","50.9382991143788, 6.97131384455133",462,84
470,53179,"53.6153225168467, 9.9620246887207","53.5914381851302, 9.96078014373779",3993,545
471,53182,"50.9875324327126, 7.1141887747217","50.9614735955763, 7.08820033818483",4345,553
472,53189,"53.8951033323392, 9.12902712821961","53.8992372094553, 9.16512966156006",15438,891
473,53195,"53.5510396332202, 10.0901538133621","53.7066490914487, 11.3760979003184",119565,5326
474,53212,"50.1186244075093, 8.13331604003906","50.1034117879794, 8.19854736328125",8289,717
475,53213,"48.746616163185, 9.18546295113629","48.574961553702, 9.0645446756389",38201,1912
476,53220,"50.0036969943472, 8.56687802821398","50.1059413045936, 8.67601031583035",15615,1373
477,53222,"52.6247273557371, 10.0802650430705","52.6254177025175, 10.0792350748088",109,32
478,53223,"50.1310232528432, 8.62431244226173","50.1316601132423, 8.62329572395538",2403,447
479,53228,"49.5425879740155, 11.2678527832031","49.5800000397962, 11.2740325927734",6377,500
480,53229,"48.7422855901928, 11.5685418248177","48.7340368635081, 11.5828996896744",1937,243
481,53233,"49.369936842457, 7.14672088972293","49.3704454444956, 7.12912559596589",2029,172
482,53241,"53.8690359432142, 10.7345392007846","53.868193664795, 10.7091333169956",3305,416
483,53245,"51.0846550551679, 13.7172031402588","50.7973639227152, 13.668794631958",49880,3068
484,53246,"48.76406290788, 11.4240646362305","48.7481270932265, 11.3986587524414",3801,698
485,53260,"51.3240298555468, 6.98421478271484","51.3216446272066, 6.86199188232422",12805,1480
486,53272,"53.3765428514158, 7.18409729423001","53.3391485565472, 7.0472660069936",14817,1177
487,53276,"51.1615154161315, 14.986095430213","51.1566886936505, 14.993190774112",2285,440
488,53283,"53.504217533784, 10.210384366801","53.4965526858199, 10.1482601155294",6376,833
489,53308,"51.9696537299656, 10.3293371200562","53.1246569662493, 12.5418745339744",332631,12826
490,53326,"48.6574758620432, 13.6316299438477","48.8830616720584, 13.4851417795289",36692,2279
491,53331,"51.7912049962546, 7.62368559837341","51.772088988916, 7.60995268821716",4092,300
492,53344,"53.5344123036715, 9.96693730342486","53.5557605118842, 9.98050165129826",10805,1234
493,53346,"50.0104142982273, 8.44436645507813","49.9956087347638, 8.49449157714844",13518,1049
494,53354,"53.4930964230428, 10.2325160801411","50.4384504903629, 7.99109653802589",516590,20392
495,53363,"52.2660694351423, 8.05213630199433","52.3411339630904, 7.97790884971619",11526,1242
496,53372,"52.936115234899, 6.97957791388035","53.7676489971964, 12.6917141047306",517034,19414
497,53381,"51.053822807649, 13.665758372008","50.8765893018413, 14.1681232379051",57960,3336
498,53385,"50.1156232048175, 8.68658065795899","50.1187000801026, 8.67945671081543",979,249
499,53401,"48.3819058453849, 10.8654640358873","48.3191545214357, 10.9216645447304",12499,964
500,53406,"50.8826862527842, 11.6097164154053","50.8871291687343, 11.6018199920654",5114,469
501,53409,"48.0922985294555, 8.63525390625","48.5227158392922, 9.05204772949219",83713,3776
502,53415,"51.9909269671363, 8.63648985978216","52.0021777014269, 8.60377812810647",4033,485
503,53416,"53.6024130840101, 10.133255863143","53.6190740863418, 10.2057800793409",7665,1209
504,53427,"52.1500354948938, 9.94418568261608","52.1402925203079, 9.95050191879273",1985,435
505,53434,"51.1309297840575, 7.91590026346967","51.1292731820238, 8.15569729311392",29142,2382
506,53451,"51.475757879305, 7.20781981945038","51.4901331520548, 7.22500562580535",3129,550
507,53456,"49.4705085561915, 8.39252471923828","49.3492284796491, 8.35346282925457",21737,1435
508,53476,"53.1215706818177, 13.5091683268547","53.1179327303914, 13.5249423980713",1490,175
509,53485,"52.3293790707153, 9.69337463378906","52.3145901092706, 9.71551895141602",4445,392
510,53488,"51.3491470475948, 12.4313682317734","51.3557919019035, 12.4455953101278",2461,344
511,53493,"52.590368231543, 13.33396508242","52.5776271818972, 13.3634844166227",3061,397
512,53501,"52.5109554897516, 13.3976947726445","52.5116138964767, 13.3982992172241",255,46
513,53506,"52.5116308134318, 13.4635144472122","52.4174977932983, 13.1197786331177",30900,2959
514,53514,"50.8040667780651, 6.49459362030029","50.775662048441, 6.4984130859375",4414,760
515,53521,"53.5462058180804, 9.97109924147026","53.5480769093915, 10.0025320909481",3080,548
516,53527,"51.3512294435255, 12.2968919279811","51.3681581535626, 12.3047389963176",3470,450
517,53529,"49.4433798903639, 6.63848876953125","49.5053771542267, 6.52725219726563",18987,1150
518,53542,"50.7763235295753, 7.18746185302734","50.7518908603216, 7.20128059387207",5884,870
519,53552,"50.1209852215305, 8.69411766529083","50.0726098534616, 8.70220184326172",9235,1699
520,53570,"52.6080580376307, 12.4008178710938","52.6532113927985, 12.4152374267578",12182,780
521,53571,"50.6631293185579, 12.2010040283203","50.6970448036906, 12.2538757324219",6479,782
522,53581,"53.4107179638009, 7.09291934967041","53.4133927738542, 7.25749969482422",17719,1337
523,53616,"52.9353966586232, 8.14739227294922","53.6179684267129, 8.51526260375977",-1,-1
524,53636,"50.487345670194, 7.2379913914483","50.4513912463839, 7.51256100833416",35446,1981
525,53640,"53.5775823641883, 10.0690984725952","53.6214430197643, 10.056266784668",5665,826
526,53642,"50.6109260540785, 10.6901248500799","50.5988009968701, 10.6859649330227",2320,337
527,53654,"52.0615302472348, 8.63091857114341","52.057242132386, 8.5649585723877",5455,499
528,53656,"52.0417606418731, 10.3759002685547","52.0146694540527, 10.4109191894531",9037,727
529,53658,"50.9322822054967, 10.0499075185508","50.9375257861767, 10.0060849904548",7504,642
530,53671,"52.2127508875127, 11.8142754683504","52.3254356836819, 11.8854536327126",17803,1355
531,53691,"48.8682179332732, 8.67248186201323","48.8739687551211, 8.65754732221831",2134,251
532,53703,"50.9225544468101, 6.36005401611328","50.6934636959628, 6.46648406982422",39950,2770
533,53708,"48.5619349983005, 10.6848907470703","48.6210765824726, 10.7813404686749",12680,980
534,53721,"49.3886515014331, 7.06704139709473","49.3912192096354, 7.06008306489821",583,83
535,53725,"49.1956152946598, 7.1495246887207","49.1803568665292, 7.14231491088867",9106,803
536,53731,"51.2215332029758, 6.7773364885943","51.1832020498135, 6.79594845809334",7113,863
537,53732,"52.204897832944, 8.10413360595703","52.1783595669853, 8.07769775390625",6638,535
538,53748,"53.539944117412, 10.1728506087602","53.5096913286851, 10.145157337156",4556,524
539,53749,"53.6027410582725, 10.0523496099822","54.3041814010084, 10.7715061702766",123856,5385
540,53761,"49.1981851115193, 8.39018382132054","51.4034782371371, 9.82621001120089",336595,13064
541,53764,"48.7209427280287, 8.74092374491738","48.8162085675628, 8.70796476054238",13159,977
542,53769,"49.0073577551969, 12.0872642563336","47.8441746248073, 12.0579099585302",188023,7018
543,53778,"53.6211631756686, 9.92700708273333","53.5438178932049, 9.9893952241473",12050,1711
544,53788,"48.7720053539025, 9.14963722229004","48.6510569574478, 10.283203125",138907,5608
545,53801,"53.562966680521, 9.91155274297853","53.5807979308693, 9.89534255593753",2634,437
546,53806,"49.5599628247895, 8.08387085173308","49.5638930133313, 8.09820285841852",1350,98
547,53824,"50.1835121124187, 12.0911407470703","50.2073908495613, 12.0746612548828",4075,478
548,53829,"47.8536833753773, 12.0575523393927","47.8588483364438, 12.0646119109006",1550,277
549,53837,"53.6412856737313, 9.93298771732953","53.5308394996677, 9.90941047668457",21269,1481
550,53861,"52.4832261557232, 13.42529296875","52.5292558002359, 13.436279296875",6491,1122
551,53871,"51.6623455704016, 6.9672203011578","51.7726770082733, 6.85237883473747",15964,1123
552,53880,"49.9936154625411, 8.66123914718628","49.9430680793443, 8.55354309082031",16923,1374
553,53887,"50.8665905607198, 6.19649492204189","50.8691364891564, 6.19147382676601",414,88
554,53891,"49.9630740671065, 8.23533927650033","50.0138606125766, 8.17722779349424",13925,929
555,53910,"50.6577863238312, 7.07210540771484","50.6449245237157, 7.07304954528809",8728,806
556,53918,"48.6026412235019, 11.631968440488","48.6049565609806, 11.6360883135349",705,124
557,53921,"52.7852976486899, 8.24820578098297","52.9129220459672, 8.17938951775432",17500,1335
558,53935,"54.2413261321826, 12.432918548584","54.2600538826219, 12.2912120819092",11145,849
559,53960,"50.4590613527255, 8.31527709960938","50.5186795119065, 8.36883544921875",10900,678
