,RID,start,end,Distance,Time
309,53522,"52.19793430457, 8.71401624579448","52.1963428643284, 8.75487165350933",3696,829
310,53542,"50.7763235295753, 7.18746185302734","50.7518908603216, 7.20128059387207",4767,1263
311,53577,"50.2368850829831, 8.58590126037598","50.2264257538294, 8.59470427036286",2295,418
312,53586,"51.7591678233573, 11.3549995404901","51.7617333175235, 11.3536262494745",526,90
313,53596,"53.8384748132486, 10.7152211666107","53.781383706057, 10.7637691497803",7873,1487
314,53616,"52.9353966586232, 8.14739227294922","53.6179684267129, 8.51526260375977",101754,19152
315,53624,"51.9546063802798, 12.8953677143727","51.9322755745534, 12.9115815919067",3927,726
316,53656,"52.0417606418731, 10.3759002685547","52.0146694540527, 10.4109191894531",5599,1272
317,53657,"47.6749312812029, 9.16606307029724","47.725237399616, 9.13925170898438",8609,1830
318,53664,"52.1603031800261, 11.6302299499512","52.163255775367, 11.6746044158936",4634,964
319,53667,"49.8085475094243, 9.9879118365061","49.8145347308227, 9.99566188856989",1178,308
320,53689,"53.1569475911911, 8.7175966497307","53.158880212085, 8.71832728385925",821,133
321,53691,"48.8682179332732, 8.67248186201323","48.8739687551211, 8.65754732221831",1673,250
322,53708,"48.5619349983005, 10.6848907470703","48.6210765824726, 10.7813404686749",12650,2525
323,53725,"49.1956152946598, 7.1495246887207","49.1803568665292, 7.14231491088867",2199,506
324,53743,"52.2677605112083, 11.8476340720736","52.2390113176209, 11.7701795697212",7070,1337
325,53772,"50.2083438580886, 8.57489347457886","50.2158062273833, 8.5195541381836",4832,1606
326,53781,"50.9345010373296, 6.97526514524725","50.8901429850483, 6.950426097319",7518,1599
327,53793,"52.5355499649778, 13.4361848825938","52.5271880327616, 13.4347257608897",1698,300
328,53819,"49.4701320656666, 8.42333793640137","49.4966745274704, 8.41578483581543",4259,888
329,53850,"50.8365803435858, 12.9028635619761","50.6452741048566, 12.952979564634",29735,7209
330,53858,"49.5034044964997, 8.49430671987183","49.5064052774516, 8.54643038524955",4662,922
331,53861,"52.4832261557232, 13.42529296875","52.5292558002359, 13.436279296875",6325,1502
332,53873,"53.1354467999114, 8.8161849975586","53.559875376356, 11.9643748205556",251680,46222
333,53936,"51.3226577364863, 12.4034786224365","54.1075079838879, 3.1267087161541",-1,-1
334,63982,"51.5902493863166, 7.21269607543945","51.5130213321782, 7.40083694458008",21253,4384
335,63986,"50.5718503565519, 9.57186412182637","50.5613096321678, 9.54645896621514",2947,829
336,63991,"49.791902580573, 9.91498296039936","49.8027350620747, 9.91434980158374",1559,333
337,63999,"48.0889007154093, 10.5480766296387","48.0844495750772, 10.5374765396118",1353,492
338,64021,"50.1759597979959, 11.4396965503693","49.8157885881449, 10.9680147143081",80893,16306
339,64031,"48.0747756479675, 8.72404575347901","48.3636724429925, 8.74134063720703",44954,9037
340,64037,"54.1117479823206, 11.9119262695313","54.1149679843837, 11.9146728515625",358,48
341,64056,"51.8226225996251, 11.5763282775879","51.8771268259966, 11.5454292297363",7920,1497
342,64090,"49.8020082754502, 9.99742627296655","49.8082542043359, 10.0195598584833",2974,618
343,64096,"51.8889309069713, 9.62405776925152","51.8604220431883, 9.63926696567796",4795,1232
344,64107,"48.1607586100918, 11.543264885313","48.1699246948784, 11.5517402540718",1973,617
345,64131,"49.4746497609921, 8.49170207977295","49.4833493335863, 8.4955644607544",1668,419
346,64133,"51.0030532236584, 11.0303249357821","51.041950354925, 11.0035972592596",6261,1208
347,64147,"49.3119515969671, 12.1766624471638","49.2835091042972, 12.1691093465779",3890,673
348,64151,"53.6994946034476, 10.1853360235691","53.7078487177223, 10.1880504190922",2731,582
349,64161,"48.7247954290529, 8.00886154174805","48.7373565306061, 7.98311233520508",3106,601
350,64163,"50.1314047664667, 8.68312204544964","50.1438858539981, 8.7141997472645",3925,931
351,64171,"49.6868772003535, 12.1735382080078","49.6323184767542, 12.1434116363525",7656,1528
352,64198,"51.3285286205423, 12.3319906066172","51.3050397632718, 12.3524945962708",3940,823
353,64200,"52.6264615813898, 13.304310533058","52.6207283403554, 13.330703463871",2952,507
354,64213,"47.9649901060005, 7.95384407043457","47.9814157887628, 7.97558784834109",2891,591
355,64214,"53.6392230274644, 9.95841121621197","53.6523657464928, 9.96308040252188",2179,446
356,64222,"51.4299145880613, 9.63569641113281","51.5146851470322, 9.90334786795273",26889,5846
357,64223,"53.5786661653647, 10.0641289037594","53.5954924066304, 10.0186608312652",5884,1289
358,64253,"50.9561608579528, 7.00634411658484","50.9658759676644, 6.99932416479442",1967,471
359,64274,"48.8150099020907, 11.5100055467337","48.8426002009408, 11.5065723191947",3934,840
360,64276,"53.4415205295804, 12.0787811279297","53.4882702378604, 12.0918273925781",10371,2004
361,64282,"53.4060782152946, 7.43396759033203","53.4050945367716, 7.44235754013062",841,175
362,64300,"53.1765754348765, 9.00132179260254","53.1791663533647, 8.98977756500244",1121,217
363,64307,"49.2452732807909, 6.97116982319585","49.2734695620477, 6.97338172358286",4312,1012
364,64313,"51.131997197362, 6.61788940429688","51.1195157049758, 6.64707183837891",3072,542
365,64326,"53.9831633018578, 11.7289352416992","54.0111439581055, 11.7316818237305",6084,1092
366,64334,"50.090677322043, 8.68381721586047","50.1058678018887, 8.74245399296342",6306,1203
367,64341,"51.9505922812331, 14.7161178546958","51.9659573748696, 14.6041946369223",9082,1831
368,64349,"50.0014277202777, 8.29937696456909","50.0043314900909, 8.34149837493897",3765,658
369,64378,"54.4022462956681, 10.2266407012939","54.4331107462576, 10.3267192840576",10068,1744
370,64404,"51.5137257350796, 7.46702957127127","51.5154115715951, 7.46244658759679",1006,257
371,64405,"48.3893194552647, 10.7992440462112","48.3837613302355, 10.8210557699204",3287,907
372,64412,"48.1467037148481, 11.6054677963257","48.153117378713, 11.5924644470215",1611,333
373,64426,"54.6964724396819, 9.24842834472656","54.7055940829298, 9.25941467285156",1983,349
374,64446,"53.5321644323978, 12.6462936401367","53.5002219098293, 12.6656913757324",7594,1483
375,64480,"52.4655120325685, 13.3491689396664","52.5230512949424, 13.3956727976329",9776,1998
376,64481,"50.9970281544527, 6.91196251020301","51.0013016627063, 6.92977881444676",1871,470
377,64528,"51.3189734600462, 9.49742317199707","51.3092152957696, 9.39192652702332",9120,3143
378,64531,"52.4615620225849, 13.3766042115167","52.462024607002, 13.3769273757935",73,44
379,64535,"51.4960363117679, 11.9687617756426","52.5347091687521, 14.3926711496897",259326,46802
380,64539,"48.7368065021613, 11.1847343423869","48.745330790066, 11.2595787027385",6268,1108
381,64549,"47.9221229808606, 9.75688934326172","47.9128050298799, 9.77671623229981",2137,746
382,64561,"49.5101145229079, 8.47183227539063","49.4936197057562, 8.49783897399903",3548,788
383,64562,"54.0579235407555, 10.0003051757813","54.0843913613425, 9.95275497436524",5377,1144
384,64572,"52.2403626650915, 7.96127700596117","52.2606350804426, 7.97020339756273",3137,538
385,64600,"51.0169732227042, 6.90767347790825","51.0248937603508, 6.91877961158753",1517,290
386,64602,"48.3764560537605, 10.8550930023193","48.3388594129312, 10.9398132562637",10271,2099
387,64605,"51.83382176481, 8.3247184753418","51.8488279425321, 8.30145835876465",2995,660
388,64608,"51.4565874769567, 6.73530578613281","51.4550699073579, 6.74165725708008",690,182
389,64614,"50.5088267876385, 9.21169275076714","50.1229717917963, 8.69848966598511",71420,13011
390,64622,"47.5922649191317, 7.60494232177734","47.6117066015025, 7.63429641723633",4096,1449
391,64633,"51.5891645431384, 7.55408763885498","51.5662084559674, 7.58417129516602",3786,827
392,64634,"52.5693730323474, 13.494815826416","52.571780842117, 13.4908676147461",567,97
393,64641,"51.9180922783195, 7.48752593994141","51.8913464429735, 7.3084831237793",17160,3214
394,64647,"51.0064490312393, 11.0992813110352","51.0174865542563, 11.0845613479614",1802,404
395,64655,"49.456216445409, 11.0767328736983","49.4507708596113, 11.0981726642058",2125,381
396,64661,"50.984766026668, 10.3210593193035","50.9847489136739, 10.3210083998965",3,1
397,64680,"47.8216988912419, 12.3900353908539","47.8312934254771, 12.3829329013824",1412,284
398,64690,"48.2979438215823, 11.6189174662577","48.2963350182361, 11.6662960062968",5621,1101
399,64710,"51.1377025740086, 12.063460352656","51.1372643530012, 12.1312236785889",5286,1101
400,64712,"52.637672801326, 13.2138061523438","52.6130972835349, 13.2134628295898",3628,704
401,64718,"50.9953643566503, 11.0467529296875","50.9673167657629, 11.0065841674805",7393,1708
402,64725,"53.9122369584734, 9.87875711878587","53.8731982038989, 9.80409622192383",8385,1551
403,64746,"50.053210640126, 8.70271682739258","52.4148802951457, 10.206298828125",376161,72622
404,64800,"50.9411785415785, 6.93435251712799","50.8043002492517, 6.83383941650391",19954,4188
405,64801,"50.3021002150469, 12.3383331298828","50.2992602723198, 12.3472595214844",752,270
406,64803,"52.5289521380444, 13.4051968834319","52.5266114053119, 13.4093928337097",578,98
407,64811,"53.5464817943436, 10.0254535675049","53.5467304091517, 10.0254964828491",69,11
408,64817,"49.3576617390742, 12.1481323242188","49.2176494252275, 12.088737487793",19966,3958
409,64818,"50.9875451453441, 7.84799766435754","50.9928933078734, 7.84917139993922",1087,494
410,64831,"51.9493437994359, 7.62039184570313","51.8817894907091, 7.67884254455566",9912,1889
411,64842,"52.3062886288015, 9.61070012496018","52.3013935623151, 9.59891796112061",1086,318
412,64848,"52.254785868703, 13.9262008666992","52.2346264178115, 13.9007949829102",2490,488
413,64854,"51.5410166565739, 6.94499015808106","51.557973199848, 6.97674751281738",4125,798
414,64855,"48.9956332368692, 12.067523002188","48.9903974328441, 12.0577383037016",1487,434
415,64857,"49.0714700700332, 9.59755539894104","49.0666290752884, 9.63653326034546",5033,990
416,64881,"51.7625053705645, 14.3390851044387","51.7507119537192, 14.3560452463862",1936,482
417,64899,"51.4661433292276, 6.77594769007556","51.4645475392449, 6.78260171433067",712,177
418,64943,"50.8688512078595, 6.09672546386719","50.908899917635, 6.15715026855469",9369,2114
419,64975,"51.1553375972971, 14.9881839752197","51.1910283183749, 15.0022602133686",4549,821
420,65006,"51.6653545622324, 7.46967315673828","51.7007587029046, 7.45763540267944",5877,1005
421,65022,"52.6245254598095, 6.84378114994615","52.6256255148781, 6.84515444096178",593,103
422,65023,"50.1102584088306, 8.68915557861328","50.1337943703434, 8.91883850097656",19784,3736
423,65037,"51.3518867868515, 11.0983888059855","51.4241847674447, 7.35950088710524",344115,66043
424,65046,"50.9976736712447, 7.152099609375","52.1281138540548, 5.701904296875",197717,37223
425,65047,"47.7624414791802, 8.81937789497897","47.738876017481, 8.97249984322116",15311,2826
426,65061,"49.2879593119061, 9.27143096923828","49.3077565180685, 9.27001476287842",3460,1171
427,65073,"53.5741062849862, 9.95046758638637","53.722960446942, 10.1649284362793",28273,5516
428,65091,"52.031036585438, 8.50505411624909","52.0127817856743, 8.4756088256836",5285,1970
429,65101,"51.1834749228829, 10.48095703125","50.1110677248227, 9.38232421875",193818,40755
430,65103,"52.1744783885651, 11.7063295990838","52.3648459161162, 11.8976447493226",36025,7038
431,65110,"49.8254840842685, 9.92168426513672","49.8075492364253, 9.92923736572266",4556,1113
432,65123,"53.9195051654718, 10.6978511810303","53.9078017753173, 10.7133221626282",2137,366
433,65133,"50.9740105840268, 6.86602592468262","50.9727209110954, 6.86409151550834",776,200
434,65172,"49.8756798970306, 10.7824158694712","49.856663542627, 10.8006191288587",3630,857
435,65174,"53.7727106145635, 12.5724792480469","53.7836182582987, 12.557373046875",2493,551
436,65178,"48.1746216383003, 11.586971282959","48.1707579765883, 11.5493774414062",3629,875
437,65189,"54.3176321793372, 10.1304330831044","54.2946950931753, 10.1586628012592",3886,988
438,65197,"48.5229470199943, 10.857084270101","48.5310262845788, 10.8721132267965",8648,1543
439,65204,"50.3740143579128, 11.7886734008789","50.3639118308072, 11.6607856750488",10016,1973
440,65209,"49.7233499109443, 12.0748597383499","49.7154303577146, 12.0765495300293",1036,145
441,65221,"51.6338416279422, 13.7088775634766","51.6240714923502, 13.6965179443359",2127,501
442,65230,"50.1023038507996, 9.10543441772461","50.1058271398312, 9.13049697875977",2479,1223
443,65262,"51.0055460846572, 10.1712799072266","50.9994967331653, 10.169563293457",2664,480
444,65268,"51.338575782805, 12.3920988667669","51.3274757387441, 12.396054205019",1420,310
445,65272,"51.5873697456993, 7.55537509918213","51.5722719766326, 7.58374214172363",3559,755
446,65275,"49.4635011749967, 11.0714721679688","49.4787265710367, 11.0939598083496",3227,622
447,65276,"52.6240044337577, 10.0809860229492","52.6238440541777, 10.0809860229492",4,1
448,65279,"51.3118442778877, 12.2956323623657","51.300698572704, 12.2448635101318",5727,1266
449,65304,"48.9090079956272, 8.253613114357","48.9128061686885, 8.22501181857661",2827,566
450,65322,"53.3834831239185, 10.724823474884","53.3737266216779, 10.7164764404297",1698,331
451,65337,"53.958687523058, 13.4400647876464","53.9636216138058, 13.4303426725091",1217,209
452,65350,"53.053375026727, 8.84854316711426","53.3104140455605, 9.02284591667654",38513,7622
453,65354,"52.5014924812233, 13.3517360687256","52.5130885165576, 13.3606624603271",1929,430
454,65371,"51.0979561130094, 6.45893096923828","51.0962420337725, 6.48330688476563",2679,445
455,65379,"49.8353529427828, 8.49311828613281","49.833560641977, 8.49449157714844",507,86
456,65387,"52.4399037611135, 13.4576082229614","52.3264403460954, 13.4119565226138",17788,3411
457,65400,"51.2959254476597, 6.84235381660983","51.3008341741581, 6.73568345373497",8945,1871
458,65418,"50.8585562065628, 9.6955482957128","50.8594350349686, 9.70615052967332",1133,195
459,65420,"48.9514709802981, 8.82884502148954","48.9705852742248, 8.80094289430417",4229,815
460,65421,"51.4830649542032, 7.21999168395996","51.4834324263651, 7.22385406494141",306,78
461,65422,"53.3969984999114, 8.13585663679987","53.3532153949102, 8.08065032120794",7092,1352
462,65440,"53.5265400445989, 8.10370445251465","53.5106125800157, 8.09773921966553",3152,636
463,65457,"52.4446092022682, 13.5686302185059","52.4119067923544, 13.5842514038086",3910,724
464,65481,"54.3124935411288, 10.0434994697571","54.3438689583415, 10.1754426956177",14501,3025
465,65486,"52.9431957657633, 8.62543916780851","52.9411672409546, 8.62761926677195",269,54
466,65497,"51.0067882645719, 6.9054651260376","51.0286020014057, 6.86649799346924",4734,909
467,65502,"50.9984586094636, 7.15179920196533","51.0287396967034, 7.11145877838135",6151,1296
468,65505,"49.421261363111, 8.3932113647461","49.4110883776397, 8.38823318481445",1707,361
469,65511,"52.4444103525328, 10.0095947342925","52.4418214601533, 10.0437231814431",2924,552
470,65519,"51.1449599342717, 12.6602008519694","51.1429761127037, 12.70330178726",4741,920
471,65528,"48.0229983210489, 11.953125","48.153026640026, 11.653773703853",32588,6548
472,65562,"50.1704316595183, 8.72134208679199","50.2121084050514, 8.48178863525391",22906,6723
473,65565,"52.1066048584049, 11.5989124774933","52.1073066441363, 11.6224193572998",2307,476
474,65566,"54.3179788713387, 10.1771035186539","54.2752685148103, 10.2124958048807",7752,1589
475,65578,"49.6792089082559, 12.1622085571289","49.6775177851996, 12.1691393852234",874,261
476,65586,"50.0507736910244, 10.2281105518341","50.0440219206996, 10.2456951141357",2485,494
477,65593,"48.5152682504245, 10.9272766113281","48.524154774848, 10.8860778808594",3777,678
478,65599,"51.4878760996038, 7.2165584564209","51.4367695300339, 7.19705424819544",7230,1752
479,65618,"51.9605841558583, 7.65369415283203","51.9565445639077, 7.68733978271484",2764,536
480,65633,"53.5609272912426, 10.204496383667","53.6115666234287, 10.2991104265675",9288,1945
481,65652,"52.4106134401329, 12.0650482177734","52.4092063345529, 12.0533752441406",12519,2335
482,65669,"50.8820535788269, 11.8525314331055","50.8736219954833, 11.8587112426758",1932,467
483,65674,"50.0082975268608, 10.0946760177612","49.9430905190488, 9.95241165161133",17422,3855
484,65691,"49.4015681836092, 10.9410781902261","49.4254862842754, 11.0036358841171",7642,1295
485,65704,"52.9021861280742, 10.5897903442383","52.8723608639456, 10.4343023314141",15256,2915
486,65709,"49.3039006667685, 11.3500785827637","49.3123346640801, 11.3410726193979",1974,385
487,65720,"49.4550770461111, 8.47723960876465","49.4495017151117, 8.45166206359863",2371,453
488,65723,"51.9747297749497, 8.525390625","51.4458731587061, 7.01228141784668",147924,27634
489,65727,"52.4500607679, 13.4176969318651","52.5244634817619, 13.4103815564595",12586,2565
490,65739,"52.4878504226198, 13.413587808609","52.477502724966, 13.4120750427246",1933,420
491,65741,"51.3328103826593, 13.9581298828125","51.0631508985601, 14.0830993652344",37448,7713
492,65745,"48.5133804775049, 11.4658845662416","48.5116184374582, 11.4640724652418",237,72
493,65747,"52.3374958565396, 8.87420654296875","52.3349260585742, 8.89617919921875",2155,432
494,65752,"52.3974961663687, 13.0654907226563","52.3987399874289, 13.0658340454102",463,137
495,65758,"54.1564123888753, 12.0635890960693","54.1408312882879, 12.0801544189453",2857,591
496,65762,"49.2348378536342, 6.99451875712839","49.2230365500633, 6.97383999890008",2820,950
497,65785,"52.3939085281841, 9.71811103925575","52.4061890870871, 9.87783336691791",14528,2969
498,65816,"49.1546537331585, 8.28326225280762","49.1440992392259, 8.27339172363281",1846,332
499,65829,"52.3349387348215, 9.76804733276367","52.3469001315528, 9.74710464477539",2862,520
500,65831,"52.2992800735897, 8.96621704101563","52.3001461244806, 8.98982048034668",3524,670
501,65837,"48.1201578553456, 11.6287815570831","48.0220405463126, 11.5034883550834",16490,3269
502,65840,"52.1976611907035, 14.1043853759766","51.9502748776231, 13.9052581787109",37778,6695
503,65842,"52.3638547019966, 9.753338098526","52.357864169697, 9.74045276641846",2400,543
504,65852,"53.5401450975705, 8.58334974880563","53.5881524759892, 8.58152389526367",6564,1329
505,65859,"54.1244263418835, 12.0525788068335","54.1766330142027, 12.012479781406",8615,1716
506,65862,"51.6035720136379, 7.22282409667969","51.5224427848126, 7.25921630859375",12835,2761
507,65869,"53.6833632378569, 14.077262878418","53.7532716502097, 14.2193984985352",13525,2504
508,65878,"52.2965383286641, 7.59086608886719","52.2955048825262, 7.5860595703125",449,80
509,65885,"51.4932620426576, 7.08359599113464","51.479620593905, 7.08824157714844",3154,768
510,65887,"51.3407196297572, 12.377815246582","51.3520616549219, 12.359790802002",2216,475
511,65900,"47.8127471358323, 9.6464478973212","47.8289514798678, 9.69981968377397",5196,1462
512,65908,"48.0654113150174, 11.618669629097","48.0685444596122, 11.6204130649567",629,146
513,65913,"50.8034979288455, 11.5919259830844","50.8103474533237, 11.472449664725",9218,1866
514,65919,"50.7896796037059, 12.7361583709717","50.7690474017344, 12.7739238739014",6401,1616
515,65932,"51.1148096437773, 13.9213943481445","51.1117562751523, 13.8781356811523",3658,910
516,65940,"47.7188651731066, 10.2960669994354","47.7180804322441, 10.2532911300659",7432,1749
517,65941,"50.948951148766, 13.6677360499743","50.9603769084219, 13.6615705498843",1687,333
518,65946,"50.113951278921, 8.68818998336792","50.1121087781809, 8.69080781936646",606,152
519,65953,"53.9316600735961, 9.47158813476563","53.9444192338118, 9.48034286499024",2130,468
520,65963,"51.0947021816851, 12.3359298706055","51.0897337008696, 12.3105239868164",3279,629
521,65973,"51.3513274976931, 12.3622798919678","51.3491260646134, 12.3613786671194",357,63
522,65992,"50.9309679294364, 6.91935360431671","50.9317117342684, 6.90194606781006",1864,348
523,65997,"50.110322156198, 8.68318866840127","50.1265952774357, 8.69239860472646",2188,548
524,66000,"50.8560397265334, 12.4231338500977","50.8864024743749, 12.4265670776367",4127,723
525,66041,"51.9966805164789, 8.56246948242188","51.9816241454675, 8.54907989501953",4488,1521
526,66061,"48.3769054932144, 10.0130939483643","48.3689322214948, 10.0915431976318",7694,1609
527,66071,"51.1602666178789, 12.9253921564668","51.1612355155045, 12.8316650446504",10126,1885
528,66079,"50.1012724483597, 11.0024374723434","50.1001020936752, 11.0048568248749",222,61
529,66087,"48.5500530634873, 12.1759971231222","48.5498577548246, 12.2001886367798",2453,600
530,66089,"51.9428297152722, 13.8871800899506","52.8849031969783, 14.0982055664063",134242,24865
531,66093,"49.510238901825, 7.08889424811787","49.5642006061198, 7.07007407967467",6946,2006
532,66124,"53.5116325955959, 9.99790191650391","53.5203457243042, 10.0354099273682",4375,906
533,66127,"53.6097453567458, 9.90516185760498","53.6070145869087, 9.88949775695801",2306,415
534,66128,"49.8710270332479, 7.37503050011583","49.8562337200951, 7.39635983482003",3806,853
535,66132,"51.3249462570843, 12.4772071838379","51.2982188853604, 12.6021766662598",11163,2148
536,66134,"48.3970130808964, 10.0058305263519","48.3883221352531, 9.99550938606262",1799,360
537,66135,"52.4137154585154, 7.83668518066406","52.3833861629057, 7.9376220703125",10548,2000
538,66168,"50.7991028756463, 11.7719974368811","50.8065522746125, 11.7601384976297",1328,595
539,66174,"52.4885851731296, 13.3180475234985","52.4931498680366, 13.2436752319336",7762,1651
540,66214,"49.8976845588043, 8.29630851745606","49.9047959436096, 8.30918312072754",1398,375
541,66225,"48.8566625007482, 8.73725507757626","48.8612026522634, 8.72689533076482",1194,242
542,66227,"52.425676316146, 13.35581575775","52.3596190082359, 13.3985524803575",10732,2076
543,66261,"51.0951192452044, 12.3348881624406","51.0807604497835, 12.3937680147355",4737,882
544,66275,"52.5164898539181, 13.2601633077138","52.4760472156062, 13.2139091554564",7019,1246
545,66291,"49.4844514828253, 11.8829047679901","49.4837509892651, 11.8725299835205",1041,235
546,66292,"50.0176947282552, 8.42428207397461","50.0236264978999, 8.46196174621582",3754,725
547,66296,"48.1065714976639, 10.118408203125","47.4171262099633, 10.2694702148438",95061,18500
548,66306,"51.3827060343648, 7.76338577270508","51.4865425759657, 8.13880920410156",40291,7903
549,66361,"54.3261939517792, 10.1868853555061","54.3214243746521, 10.2064289990813",1577,340
550,66403,"53.0038220048301, 11.7494648694992","52.9767620372209, 11.7660140991211",8330,1619
551,66425,"48.1325820015681, 11.4880750174052","48.1330066187823, 11.4817535877228",593,132
552,66432,"53.5820666571919, 9.85542297363281","53.5511606076335, 9.83139038085938",6939,1344
553,66447,"50.9640834361098, 11.0161435604095","50.9489430379336, 11.0000824928284",2378,461
554,66451,"51.3395199249889, 12.3637390136719","51.3588033377668, 12.3163918952923",5027,992
555,66454,"48.4548954686211, 9.2230033868691","48.4326601064507, 9.22477632178925",4223,2003
556,66498,"48.1930004523467, 11.5524888038635","48.2580672912084, 11.5660285949707",9784,1773
557,66521,"52.2519394517656, 7.36901789838157","52.2393500277104, 7.3376941611059",3512,646
558,66539,"48.7579532458537, 9.15268421173096","48.7603155366994, 9.09616470336914",5417,1700
559,66541,"52.518348360767, 13.6190986633301","52.492027711009, 13.7955665588379",17237,3345
560,66546,"51.4327283882288, 7.10575103759766","49.9494526166855, 5.6689453125",270600,53272
561,66548,"48.1753585629373, 11.3561725616455","47.8385097665903, 11.3505935668945",44211,8966
562,66561,"49.9853104219697, 8.17597389221192","50.010610423265, 8.09925685884082",7774,1456
563,66588,"49.2729774252007, 11.4813995361328","49.2631865896585, 11.5319108963013",4370,993
564,66592,"50.3165233612798, 11.9110983611245","50.3275903419699, 11.9214785096847",2185,533
565,66600,"49.0040049808256, 8.3982574937545","49.0208014125274, 8.40404033573577",2499,436
566,66615,"50.9577652584379, 6.97377319185762","50.8966912470373, 6.78639259538613",16960,3609
567,66623,"52.6026826371908, 11.8535614013672","52.6698049623811, 11.9922637939453",14485,2765
568,66629,"52.6775460404664, 7.95744895935059","52.6618664303852, 7.94738531112671",2570,497
569,66641,"50.792683676045, 12.9336547851562","50.3800355474818, 11.79931640625",121308,26161
570,66643,"53.5590268034903, 9.97745466185734","53.6135822837789, 10.0358625075953",9933,2180
571,66659,"50.8764566128535, 6.88543224387104","50.9084588281423, 6.89635849208571",4701,910
572,66663,"50.9865635991703, 12.9848442098591","50.9799984118919, 12.9971737864253",1329,446
573,66672,"52.5216011572513, 13.3280253410339","52.5108945978435, 13.3420372009277",2065,404
574,66703,"52.6329042404529, 9.22655796431173","52.4619313112516, 9.37000372803596",29869,5537
575,66718,"50.4350126126594, 7.51155853271484","50.4443602795114, 7.53044128417969",2958,530
576,66739,"50.0008870410179, 8.25260135577992","49.9591011899513, 8.17387424249319",9472,2307
577,66760,"51.0558492351437, 6.95251643657684","51.058770645753, 6.97994470596313",3055,683
578,66769,"51.4864655178096, 6.95060133934021","51.5867782433723, 6.86346530565061",18762,3530
579,66784,"52.4863279646766, 13.2673645019531","52.5616645437844, 13.282470703125",15916,3213
580,66788,"49.8440915930551, 10.0427227030741","49.8314536240325, 10.0648670207011",2497,596
581,66791,"53.9883950648, 12.6068115234375","54.0186625048007, 12.348461151123",24596,4544
582,66810,"52.4714907695815, 13.4636281739222","52.459155286451, 13.4746413241373",1984,393
583,66818,"48.8327004766988, 9.31597709655762","48.8313397766028, 9.31966781616211",753,144
584,66843,"51.513870548724, 10.2708435058594","51.6310180285296, 10.4727172851563",28666,5792
585,66851,"53.4329068853166, 9.79499816894531","53.4099539451431, 9.86160278320313",7058,1592
586,66856,"51.0908065064401, 13.7149572381168","51.105002218537, 13.7201070794254",2706,845
587,66857,"48.1601600324882, 12.8272247314453","48.1841757958253, 12.8268814086914",4237,1006
588,66865,"50.9637280118321, 6.98065280914307","50.9738001446796, 6.99296951293945",2481,522
589,66868,"51.3135642124534, 12.2671794891357","51.3231243898402, 12.352409362793",6956,1428
590,66875,"52.1020644002867, 8.78601551055908","52.0957364778923, 8.77601623535156",1655,590
591,66878,"53.3103744615558, 7.48894214630127","53.3354632713982, 7.57688641548157",8126,1547
592,66884,"52.2625722461397, 10.5405278208491","52.2696733666609, 10.577319143631",2698,560
593,66891,"50.6412420299322, 11.8192291259766","50.6486781591487, 11.7745971679688",4914,977
594,66892,"51.4884648266779, 9.1461181640625","51.4374035581685, 9.13787841796875",9118,2338
595,66900,"50.9501137340711, 6.82971954345703","50.9475266041627, 6.86954498291016",3450,640
596,66901,"53.4836044770814, 10.1639270765008","53.4896009677377, 10.0945758802118",5936,1203
597,66918,"48.4337867314951, 7.80865994689521","48.429911253999, 7.81586972472724",726,157
598,66930,"51.1116211099266, 6.41774511284893","51.1248888253282, 6.4127240201924",2203,440
599,66943,"51.5065838811547, 7.49547242943663","51.4902590762511, 7.51114368089475",3325,648
600,66976,"48.7627804984736, 11.4343643188477","48.7502133709063, 11.403636932373",3256,611
601,66980,"51.1455673812443, 14.0188980102539","51.1647121657726, 14.1061019897461",8404,1960
602,66981,"52.531404731504, 13.4288558931439","52.5047070223584, 13.2839143466437",12308,2661
603,67027,"53.547974736271, 9.96141314506531","53.5580008478301, 9.95365405200573",1795,380
604,67035,"50.1188170284205, 8.68881225585938","50.1337840546142, 8.25965881347656",43808,9807
605,67046,"51.8303003067696, 7.27741241455078","51.8243626670613, 7.25303649902344",2120,383
606,67049,"51.8258444994252, 6.93134307861328","51.8555239046578, 6.90593719482422",5357,956
607,67065,"53.648259668958, 10.1286363592953","53.7031322005366, 10.1324558275519",7430,1448
608,67093,"50.5149947517715, 7.75171279907227","50.5130117215726, 7.75411605834961",505,173
609,67133,"52.885231210952, 7.29938507080078","52.8854143723845, 7.2811201075092",10000,1787
610,67142,"52.5332341456523, 13.5461157543978","52.5336625976277, 13.5820369730936",3345,871
611,67143,"52.4584640768841, 13.458251953125","52.4441908892659, 13.2252216339111",19466,3924
612,67160,"51.2280183685939, 6.75727844238281","51.2377501292214, 6.76199913024902",1504,289
613,67163,"53.4335000452602, 10.0992164632771","53.4069659552048, 10.081363680074",3703,647
614,67179,"48.1390091240696, 11.5031232839101","48.0314478406664, 11.1540069663897",34538,7024
615,67195,"52.0062728951867, 8.423285423778","52.0065422818799, 8.45800733193755",3016,602
616,67201,"52.5224881528076, 8.19734573364258","52.4781801445649, 8.09606552124024",8671,1585
617,67236,"51.8943550806469, 6.98558807373047","51.8934572790675, 6.98404312133789",188,73
618,67237,"50.5677100847771, 7.52813243918354","50.5720119390482, 7.52727413229877",742,158
