,RID,start,end,Distance,Time
1014,65120,"51.2294409070741, 12.7231206872966","51.2313869707078, 12.7309226884972",1783,1522
1015,65123,"53.9195051654718, 10.6978511810303","53.9078017753173, 10.7133221626282",2137,1706
1016,65130,"50.7731619044737, 6.07818603515625","50.7298495473237, 6.06565475463867",5628,5251
1017,65133,"50.9740105840268, 6.86602592468262","50.9727209110954, 6.86409151550834",776,663
1018,65143,"48.282139988369, 10.4693278792547","48.2883097249943, 10.483649969101",1336,1281
1019,65152,"48.3715661231233, 8.12339401454665","48.372624669647, 8.12640881551488",411,352
1020,65163,"52.1003047661111, 9.35980439186096","52.1064156132375, 9.34966564178467",1217,985
1021,65168,"52.4124816579793, 13.3378744125366","52.4132172308207, 13.3298063278198",738,612
1022,65175,"49.995542523756, 7.93412446975708","49.9758852694285, 7.92612075805664",2335,1860
1023,65178,"48.1746216383003, 11.586971282959","48.1707579765883, 11.5493774414062",3408,2867
1024,65183,"49.3346413856511, 11.3297367095947","49.3095081039672, 11.4216613769531",8763,7713
1025,65189,"54.3176321793372, 10.1304330831044","54.2946950931753, 10.1586628012592",4172,3572
1026,65194,"52.2838560310681, 8.24263483285904","52.3714881878674, 8.00456732511521",22552,18306
1027,65197,"48.5229470199943, 10.857084270101","48.5310262845788, 10.8721132267965",8594,6917
1028,65205,"51.8414721530364, 12.273098229598","51.8505205207188, 12.2720325000773",1296,1054
1029,65208,"51.8023557979111, 10.3294944745721","51.8058338872399, 10.3201103210449",894,696
1030,65209,"49.7233499109443, 12.0748597383499","49.7154303577146, 12.0765495300293",1036,783
1031,65212,"51.3576863919549, 12.4104845523834","51.3679223780263, 12.4158275127411",1687,1365
1032,65221,"51.6338416279422, 13.7088775634766","51.6240714923502, 13.6965179443359",1759,1440
1033,65224,"49.5857633291668, 11.0179653172963","49.5587885290498, 11.0598106042016",5644,4683
1034,65228,"49.9775714410124, 6.52186632156372","49.9861554770969, 6.51180267333984",1606,1351
1035,65229,"50.9676344871369, 7.14497139400919","50.9746105314494, 7.14733667147812",1222,1007
1036,65230,"50.1023038507996, 9.10543441772461","50.1058271398312, 9.13049697875977",2472,2656
1037,65237,"48.0234996709904, 8.52951049804688","48.0179348331027, 8.52745056152344",812,676
1038,65242,"48.5481061575315, 9.20740127563477","48.5479818655061, 9.21031951904297",394,315
1039,65243,"48.5925914839544, 8.01413476467133","48.6295967490413, 7.98154592514038",5933,4786
1040,65257,"50.9800077559973, 6.95116996765137","50.961408448785, 6.98416113853455",4534,3817
1041,65262,"51.0055460846572, 10.1712799072266","50.9994967331653, 10.169563293457",2542,2023
1042,65272,"51.5873697456993, 7.55537509918213","51.5722719766326, 7.58374214172363",3149,2616
1043,65275,"49.4635011749967, 11.0714721679688","49.4787265710367, 11.0939598083496",3227,2648
1044,65282,"49.9946292367875, 11.7778104540412","49.9949206397322, 11.7792459734846",232,215
1045,65284,"48.5303840056214, 9.33851622277871","48.5804713492816, 8.38839626128902",82531,69965
1046,65295,"50.579775816416, 7.57232666015625","50.5763045436802, 7.57404327392578",412,400
1047,65296,"52.1345565441419, 7.73806303739548","52.1392281671143, 7.76861038058996",2917,2380
1048,65298,"52.5539599185557, 13.5754537569301","52.5543904538839, 13.5818624500826",1332,1259
1049,65304,"48.9090079956272, 8.253613114357","48.9128061686885, 8.22501181857661",2827,2288
1050,65312,"53.291321472633, 10.3934097290039","53.3036431539511, 10.3978729248047",1747,1420
1051,65315,"48.1389163534535, 11.5821303762397","48.1675708328925, 11.5692114825652",4044,3387
1052,65317,"50.7981437681568, 6.77395820443053","50.784265097816, 6.78623198764399",2410,2008
1053,65322,"53.3834831239185, 10.724823474884","53.3737266216779, 10.7164764404297",1677,1324
1054,65331,"49.6906918027468, 11.036217212677","49.6970064989089, 11.0335350036621",821,770
1055,65334,"50.9673226778141, 13.8745737075806","50.9567534736352, 13.8856244087219",2004,1935
1056,65337,"53.958687523058, 13.4400647876464","53.9636216138058, 13.4303426725091",1217,977
1057,65349,"53.4371883577588, 10.3628540039063","53.4465525755597, 10.3659439086914",1445,1212
1058,65354,"52.5014924812233, 13.3517360687256","52.5130885165576, 13.3606624603271",1870,1561
1059,65357,"53.6240862121126, 10.1633781194687","53.6201276717707, 10.1670194866892",572,462
1060,65360,"50.9749671749948, 8.9813232421875","50.9716602314311, 8.98338317871094",553,541
1061,65362,"52.12822582289, 9.27855491638184","52.1256162995904, 9.28323268890381",494,465
1062,65371,"51.0979561130094, 6.45893096923828","51.0962420337725, 6.48330688476563",2388,1903
1063,65373,"51.3268038055655, 8.009033203125","51.3353441713833, 8.03031921386719",3385,3333
1064,65375,"49.4585431089089, 11.1591911315918","49.5047684039248, 11.2524032592773",10173,8550
1065,65376,"49.8663167295387, 8.85498046875","50.112515170859, 8.66986513137818",34861,28324
1066,65382,"51.5126711528908, 7.10829377174378","51.5095945093999, 7.10502147674561",499,417
1067,65384,"50.6231772471732, 7.03210830688477","50.615728460136, 7.05081939697266",1980,1626
1068,65390,"52.2722549957425, 9.52268958091736","52.2741465200021, 9.52909469604492",723,568
1069,65400,"51.2959254476597, 6.84235381660983","51.3008341741581, 6.73568345373497",8510,6915
1070,65402,"49.4458850393784, 7.76014566421509","49.4471742544405, 7.75978055954447",287,228
1071,65412,"53.056868299943, 8.72937262058258","53.0490597090734, 8.72323036193848",1316,1060
1072,65418,"50.8585562065628, 9.6955482957128","50.8594350349686, 9.70615052967332",1133,909
1073,65421,"51.4830649542032, 7.21999168395996","51.4834324263651, 7.22385406494141",335,343
1074,65426,"50.0147845171995, 6.5262909187004","50.0116994839319, 6.52637672319543",588,435
1075,65428,"51.4998980411096, 14.6452708840479","51.4975390024414, 14.6600786454292",1265,1013
1076,65432,"51.1067878260799, 7.01377487392165","51.1064240656482, 7.0108308797353",492,459
1077,65433,"50.8320930700109, 10.9532318031415","50.8132783242331, 10.9257659409195",3168,3158
1078,65447,"51.9630972229901, 7.62569189071655","51.9637649200065, 7.60919442065642",1254,1032
1079,65457,"52.4446092022682, 13.5686302185059","52.4119067923544, 13.5842514038086",3914,3203
1080,65460,"49.370383965108, 12.7023696934339","49.3924909689282, 12.695517536049",2895,2383
1081,65463,"48.9614317679528, 9.01782274246216","48.9031262332703, 8.99268507957459",9216,7999
1082,65467,"52.058056736713, 11.7237854003906","52.0586009593293, 11.707284450531",1679,1353
1083,65469,"50.9844959794854, 7.6934909838019","50.9857387230015, 7.68456459220033",1171,949
1084,65473,"49.1166208156489, 10.1106834411621","49.1169279217351, 10.12038230896",1227,1098
1085,65486,"52.9431957657633, 8.62543916780851","52.9411672409546, 8.62761926677195",268,222
1086,65497,"51.0067882645719, 6.9054651260376","51.0286020014057, 6.86649799346924",4449,3606
1087,65499,"49.2078003081752, 12.4904465675354","49.2127081217384, 12.4907684326172",898,690
1088,65502,"50.9984586094636, 7.15179920196533","51.0287396967034, 7.11145877838135",6978,5745
1089,65504,"48.1399110989816, 11.5728360414505","48.1444575063148, 11.5690541267395",745,638
1090,65505,"49.421261363111, 8.3932113647461","49.4110883776397, 8.38823318481445",1708,1429
1091,65507,"48.1600741522892, 11.5850830078125","48.1376323539112, 11.5953612327576",3208,2688
1092,65511,"52.4444103525328, 10.0095947342925","52.4418214601533, 10.0437231814431",2565,2108
1093,65526,"51.2808265595291, 7.15634822845459","51.279584573855, 7.13993310928345",1427,1282
1094,65528,"48.0229983210489, 11.953125","48.153026640026, 11.653773703853",31371,25611
1095,65536,"52.5111696054775, 13.4769630432129","52.4453871820115, 13.6271667480469",14009,11456
1096,65552,"47.4931387234329, 11.0968780517578","47.4977345428717, 11.1174774169922",2295,2407
1097,65555,"50.9825066415624, 7.01452910900116","50.9871540646219, 7.00663268566132",1313,1074
1098,65557,"49.7563808035428, 9.58608627319336","49.7291176185569, 9.58333969116211",4546,4293
1099,65558,"48.5428015762599, 9.04678416311072","48.5453456183539, 9.04032325692242",789,789
1100,65563,"52.4419747844627, 13.5744953138055","52.4377269043269, 13.609342573327",2935,2421
1101,65566,"54.3179788713387, 10.1771035186539","54.2752685148103, 10.2124958048807",6832,5699
1102,65567,"49.1281241573109, 12.1396565437317","49.1267755937678, 12.1398496627808",158,173
1103,65569,"54.1327238143434, 10.6093597412109","54.1392659785003, 10.6174278259277",1326,1084
1104,65571,"49.3788105344765, 7.98431396484375","49.3942747743985, 7.98371315002441",2154,2329
1105,65578,"49.6792089082559, 12.1622085571289","49.6775177851996, 12.1691393852234",796,652
1106,65580,"50.0373243286533, 10.2296447753906","50.0438238314641, 10.2486991882324",1802,1457
1107,65581,"51.3734949373054, 12.216796875","51.7928507181446, 11.7285919189453",65511,53200
1108,65582,"51.119283365235, 14.2478942871094","51.1957844898211, 14.4532012939453",19429,15691
1109,65586,"50.0507736910244, 10.2281105518341","50.0440219206996, 10.2456951141357",2010,1611
1110,65593,"48.5152682504245, 10.9272766113281","48.524154774848, 10.8860778808594",3722,2985
1111,65595,"52.5565517598448, 13.457636834064","52.552184681047, 13.4633159637451",824,662
1112,65604,"51.2788847674689, 6.46675229072571","51.2731664596159, 6.4894437789917",1845,1495
1113,65612,"50.6508830888033, 8.31355512142182","50.6514251642215, 8.30323934555054",1001,1028
1114,65621,"49.0828903036667, 12.6993316411972","49.0088713535583, 12.8301429748535",15550,14458
1115,65642,"48.9344907412286, 8.63362848693214","48.9372143418121, 8.62819739675615",567,456
1116,65644,"54.7835142580401, 9.43028211593628","54.7972261255015, 9.4427490234375",2661,2317
1117,65648,"48.2104839829899, 10.0713901530253","48.2114119991454, 10.0607471476542",948,793
1118,65658,"52.9784778460173, 13.7417678791098","52.9585919972496, 13.7349014240317",2634,2159
1119,65660,"49.9596541527938, 7.71411895751953","49.9569852491683, 7.71720886230469",679,588
1120,65665,"51.1776404939838, 6.74423217773438","51.1790823559847, 6.78182601928711",3804,3051
1121,65669,"50.8820535788269, 11.8525314331055","50.8736219954833, 11.8587112426758",1932,1584
1122,65674,"50.0082975268608, 10.0946760177612","49.9430905190488, 9.95241165161133",15153,12803
1123,65678,"51.0586996194166, 6.71728134155274","51.0742156657742, 6.71110153198242",2195,1800
1124,65679,"52.2379605148966, 9.84594225861656","52.2614817540112, 9.81668471940793",3337,2682
1125,65681,"53.2472927913156, 8.22961807250977","53.2419512403178, 8.21090698242188",1732,1413
1126,65685,"53.5601880917819, 9.99755859375","53.716974140031, 10.1462173461914",23152,19136
1127,65688,"52.538778920004, 13.3489465713501","52.5384134882908, 13.3484315872192",41,33
1128,65691,"49.4015681836092, 10.9410781902261","49.4254862842754, 11.0036358841171",7414,5828
1129,65693,"49.8231852174872, 10.8903694152832","49.8127780213347, 10.8992207050324",1499,1392
1130,65697,"52.4660765072575, 13.1049728393555","52.4662611584763, 13.1094360351563",293,232
1131,65703,"50.5373944890847, 7.09411025047302","50.5151730383564, 7.10506439208984",3210,3555
1132,65706,"50.1528299779774, 8.83695602416992","50.1599685258155, 8.83129119873047",1122,1039
1133,65709,"49.3039006667685, 11.3500785827637","49.3123346640801, 11.3410726193979",1815,1458
1134,65715,"51.1791672163555, 14.4451332092285","51.1761037466797, 14.4540596008301",915,710
1135,65720,"49.4550770461111, 8.47723960876465","49.4495017151117, 8.45166206359863",2295,1857
1136,65723,"51.9747297749497, 8.525390625","51.4458731587061, 7.01228141784668",130030,106047
1137,65734,"53.5712444258478, 13.2601460387014","53.5755323487282, 13.2600008074951",687,551
1138,65736,"53.556171485009, 9.95689630508423","53.5532149152546, 9.95279788970947",548,449
1139,65737,"52.5287547655771, 13.3819835182294","52.5451800072094, 13.384148596233",2816,2364
1140,65739,"52.4878504226198, 13.413587808609","52.477502724966, 13.4120750427246",1933,1590
1141,65741,"51.3328103826593, 13.9581298828125","51.0631508985601, 14.0830993652344",36589,30143
1142,65746,"49.1808393745055, 9.29412460536696","49.1821592329293, 9.29462242231239",165,167
1143,65749,"52.0932343950336, 11.6097507445375","52.0687439645951, 11.5883960755309",3628,2971
1144,65758,"54.1564123888753, 12.0635890960693","54.1408312882879, 12.0801544189453",2657,2201
1145,65760,"48.2985387231398, 8.5993766784668","48.2932960691355, 8.60143661499024",665,596
1146,65765,"51.6169648446252, 7.19840526580811","51.6204550263413, 7.18366384506226",1125,993
1147,65766,"50.2219228690679, 8.98460197553504","50.2181129318462, 8.99198341474403",907,716
1148,65771,"53.1360065707106, 7.877197265625","52.7197554048868, 7.23964691162109",72050,58166
1149,65778,"51.6086627709666, 8.34686279296875","51.6089667657364, 8.36952209472656",2094,1707
1150,65784,"49.5304377649332, 6.70166015625","49.4197064127237, 6.64655685424805",18256,14474
1151,65785,"52.3939085281841, 9.71811103925575","52.4061890870871, 9.87783336691791",12730,10456
1152,65791,"50.9361030959261, 6.91769599914551","50.9315079782266, 6.89220428466797",2140,1767
1153,65794,"52.5575808437407, 13.3452880382538","52.5586032719754, 13.3478951454163",226,186
1154,65796,"53.4048621271566, 9.99146461486817","53.417764877481, 9.99833106994629",1945,1706
1155,65811,"52.5036868692833, 13.5014247894287","52.4962264827351, 13.4559345245361",4125,3408
1156,65816,"49.1546537331585, 8.28326225280762","49.1440992392259, 8.27339172363281",1846,1501
1157,65817,"49.6063855744052, 11.0093307495117","49.6125122223681, 11.0198020935059",1425,1337
1158,65820,"48.110011488107, 11.7113721370697","48.1057626588023, 11.7133033275604",710,588
1159,65829,"52.3349387348215, 9.76804733276367","52.3469001315528, 9.74710464477539",2568,2066
1160,65831,"52.2992800735897, 8.96621704101563","52.3001461244806, 8.98982048034668",2968,2407
1161,65835,"51.0641386908283, 9.93091106414795","51.0595510096327, 9.93528842926025",886,802
1162,65836,"53.0715350462467, 8.78667811506603","53.0577301580608, 8.83153226226568",3910,3229
1163,65854,"51.1941910295653, 6.76948249340057","51.1865524127254, 6.77256435155869",925,748
1164,65857,"48.4451865164362, 8.69636535644531","48.4427022056236, 8.71541976928711",3715,3413
1165,65878,"52.2965383286641, 7.59086608886719","52.2955048825262, 7.5860595703125",385,315
1166,65884,"52.9880014091164, 10.0820159912109","52.9943540214192, 10.0924873352051",1460,1224
1167,65885,"51.4932620426576, 7.08359599113464","51.479620593905, 7.08824157714844",2283,1958
1168,65887,"51.3407196297572, 12.377815246582","51.3520616549219, 12.359790802002",2160,1772
1169,65890,"48.423989132298, 8.01280975341797","48.4303858661795, 8.00765991210938",2168,2137
1170,65896,"48.9360610368545, 12.0389556884766","48.9372062881889, 12.0389556884766",125,100
1171,65899,"51.5937853619607, 11.4470672607422","51.5975809804652, 11.4505004882813",966,878
1172,65908,"48.0654113150174, 11.618669629097","48.0685444596122, 11.6204130649567",649,528
1173,65913,"50.8034979288455, 11.5919259830844","50.8103474533237, 11.472449664725",9201,7725
1174,65936,"51.9304678800848, 7.57543909556262","51.9336925319355, 7.56589794211322",882,718
1175,65941,"50.948951148766, 13.6677360499743","50.9603769084219, 13.6615705498843",1687,1367
1176,65950,"48.1441542519605, 11.5449571609497","48.1482833445621, 11.5143156051636",2563,2156
1177,65953,"53.9316600735961, 9.47158813476563","53.9444192338118, 9.48034286499024",2135,1811
1178,65956,"51.3201070418216, 13.2598489522934","51.3140703000142, 13.2433533668518",1972,1619
1179,65963,"51.0947021816851, 12.3359298706055","51.0897337008696, 12.3105239868164",3124,2563
1180,65973,"51.3513274976931, 12.3622798919678","51.3491260646134, 12.3613786671194",357,287
1181,65985,"50.8172696411029, 10.3556442260742","50.8359743674758, 10.3532195091248",2956,2870
1182,65988,"52.1706713636276, 11.6284275054932","52.1796227133491, 11.6369247436523",1474,1185
1183,65992,"50.9309679294364, 6.91935360431671","50.9317117342684, 6.90194606781006",1398,1163
1184,65994,"50.6836214957367, 10.913509366801","50.6867420401909, 10.9308342931035",1474,1204
1185,66000,"50.8560397265334, 12.4231338500977","50.8864024743749, 12.4265670776367",3980,3184
1186,66012,"48.7390701406457, 13.344783782959","48.7440346923382, 13.3529376983643",1395,1152
1187,66015,"51.2381166080466, 7.15776979923248","51.2332985806879, 7.15396106243134",800,713
1188,66016,"51.2098711047128, 6.12856864929199","51.2120470705959, 6.11603736877441",1083,888
1189,66021,"50.1287222019132, 7.12034225463867","50.1247603784817, 7.12480545043945",735,605
1190,66035,"51.0672475677891, 13.2886505126953","53.5037308707861, 11.1016845703125",350304,283152
1191,66036,"52.4803266894514, 13.3696961402893","52.4868783944939, 13.4736156463623",8458,6975
1192,66039,"52.5640907116585, 13.395220041275","52.5696729969008, 13.395574092865",914,745
1193,66041,"51.9966805164789, 8.56246948242188","51.9816241454675, 8.54907989501953",4088,3774
1194,66045,"50.9425707752855, 6.93796277046204","50.9460183643444, 6.93245887756348",822,667
1195,66055,"50.6477733682512, 7.95135498046875","50.6568723560332, 7.9442310333252",1486,1577
1196,66060,"52.3702488939203, 14.0656918287277","52.3833353020168, 14.0538257360458",2003,1695
1197,66061,"48.3769054932144, 10.0130939483643","48.3689322214948, 10.0915431976318",7398,6130
1198,66063,"52.5217047905908, 7.327880859375","52.5356734692371, 7.31625080108643",2345,1947
1199,66071,"51.1602666178789, 12.9253921564668","51.1612355155045, 12.8316650446504",9026,7305
1200,66077,"48.6901501675451, 9.73803806322394","48.6911889128455, 9.73932838387555",167,154
1201,66079,"50.1012724483597, 11.0024374723434","50.1001020936752, 11.0048568248749",222,193
1202,66086,"50.1232470954817, 8.32283020019531","50.118289038895, 8.33106994628906",1230,1074
1203,66093,"49.510238901825, 7.08889424811787","49.5642006061198, 7.07007407967467",6946,5997
1204,66104,"49.6042988078851, 6.97254180908203","49.614337843729, 6.97906494140625",1768,1602
1205,66105,"49.7396315572547, 6.64054870605469","49.7347157908809, 6.64087057113648",669,535
1206,66111,"50.58523122583, 10.9967994689941","50.5726844742789, 11.0303592681885",3408,2846
1207,66114,"49.7320580450469, 7.87620163173415","49.7424368275693, 7.84499359549955",3537,3280
1208,66117,"49.2010275399785, 8.10979843139649","49.2073258906143, 8.07512283325195",3424,2828
1209,66121,"52.5288263449248, 13.1972569227219","52.5208169631913, 13.2180118560791",2787,2298
1210,66123,"50.9779250969446, 10.3175354003906","50.9433081427588, 10.0150680541992",24774,20842
1211,66128,"49.8710270332479, 7.37503050011583","49.8562337200951, 7.39635983482003",3815,3099
1212,66132,"51.3249462570843, 12.4772071838379","51.2982188853604, 12.6021766662598",10673,8655
1213,66134,"48.3970130808964, 10.0058305263519","48.3883221352531, 9.99550938606262",1763,1437
1214,66138,"50.4200678010802, 7.44332313537598","50.441752850667, 7.40748928394169",3966,3253
1215,66144,"48.1727327733908, 11.6290283203125","48.1768010801419, 11.6207885742188",1822,1464
1216,66149,"50.7671062900857, 6.10202704119729","50.7384523683173, 6.11750879092142",4065,3533
1217,66152,"53.7022349891262, 10.1572380086873","53.7014626663736, 10.154491426656",71,61
1218,66160,"50.8848522610022, 11.6166257858276","50.9243182371249, 11.6170978546143",6914,7118
1219,66168,"50.7991028756463, 11.7719974368811","50.8065522746125, 11.7601384976297",1328,1332
1220,66183,"49.1993310190344, 7.60734558105469","49.2001056773465, 7.6080322265625",111,120
1221,66184,"52.201347161612, 13.5873413085938","52.1937319876541, 13.5907745361328",1562,1287
1222,66190,"48.7623879890805, 8.24832916259766","48.7621705163393, 8.23584079742432",1382,1164
1223,66201,"51.3639702723339, 6.93906784057617","51.3671830587647, 6.95520401000977",1288,1220
1224,66203,"50.4935827053444, 11.8624877929688","50.483732761923, 11.8655776977539",1834,1539
1225,66214,"49.8976845588043, 8.29630851745606","49.9047959436096, 8.30918312072754",1379,1182
1226,66217,"50.0141465801443, 10.9301948547363","50.0023395134535, 10.9303253887992",1738,1657
1227,66224,"47.9484463741277, 11.4354629558511","47.9475476116277, 11.4541482931963",2647,2203
1228,66225,"48.8566625007482, 8.73725507757626","48.8612026522634, 8.72689533076482",1194,954
1229,66227,"52.425676316146, 13.35581575775","52.3596190082359, 13.3985524803575",9554,7882
1230,66234,"48.381793961205, 10.0003051757813","48.4281753997708, 10.0190162658691",6655,5733
1231,66244,"51.5328955245199, 9.93352890014649","51.5310884934976, 9.942626953125",924,809
1232,66245,"52.0082726164092, 8.55523824691773","52.0090075377263, 8.557448387146",228,179
1233,66267,"53.550456667337, 10.0014209747314","53.5749952394485, 10.0392723083496",3993,3351
1234,66272,"47.8457827075689, 11.1430549621582","48.133473001572, 11.590576171875",51464,41923
1235,66275,"52.5164898539181, 13.2601633077138","52.4760472156062, 13.2139091554564",6509,5302
1236,66289,"49.9005087836778, 10.3496360778809","49.8862327783644, 10.3982162475586",4346,3685
1237,66291,"49.4844514828253, 11.8829047679901","49.4837509892651, 11.8725299835205",1041,872
1238,66292,"50.0176947282552, 8.42428207397461","50.0236264978999, 8.46196174621582",3267,2670
1239,66296,"48.1065714976639, 10.118408203125","47.4171262099633, 10.2694702148438",88480,72854
1240,66301,"51.0003909357334, 7.1354491263628","50.9983725201137, 7.13991232216358",670,642
1241,66306,"51.3827060343648, 7.76338577270508","51.4865425759657, 8.13880920410156",35573,29653
1242,66314,"52.5342753150535, 13.395909012761","52.5340281628897, 13.3911514314241",735,584
1243,66324,"49.5390011444927, 7.43936914019287","49.5228497331229, 7.47893713996746",6434,6343
1244,66333,"49.5874594515311, 11.3648436070798","49.59369322957, 11.3693990712636",1240,1585
1245,66337,"48.2164664634403, 12.1371459960938","48.1743748019519, 12.2006607055664",8090,6735
1246,66338,"49.2159992672467, 7.00839757919312","49.2258938189327, 7.01142311096191",1670,1407
1247,66345,"53.5961557492754, 10.0503981113434","53.6188305266341, 10.0440788269043",3195,2636
1248,66351,"47.6280921300817, 9.91120755672455","47.6370675403709, 9.94305610656738",3883,3233
1249,66361,"54.3261939517792, 10.1868853555061","54.3214243746521, 10.2064289990813",1577,1293
1250,66363,"48.1058371670376, 11.5395476816775","48.0980214483153, 11.5489010808233",1665,1401
1251,66375,"52.2723894156588, 10.486008166481","52.2799280932477, 10.4627094237367",2234,1828
1252,66386,"52.227799431706, 10.9986876603216","52.2294554476517, 11.0007519724604",497,427
1253,66390,"52.5538941561426, 13.4139204025269","52.5563879266891, 13.4022080968134",1056,842
1254,66400,"48.167129805078, 11.2358111143112","48.1646399159515, 11.2396670569433",717,581
1255,66417,"48.1089095842678, 11.6196262832091","48.1133970469076, 11.633791923523",1418,1157
1256,66425,"48.1325820015681, 11.4880750174052","48.1330066187823, 11.4817535877228",1119,912
1257,66432,"53.5820666571919, 9.85542297363281","53.5511606076335, 9.83139038085938",4389,3675
1258,66439,"52.3283957825296, 13.0713001424738","52.331180763427, 13.0761301519669",597,483
1259,66447,"50.9640834361098, 11.0161435604095","50.9489430379336, 11.0000824928284",3481,2933
1260,66451,"51.3395199249889, 12.3637390136719","51.3588033377668, 12.3163918952923",4695,3838
1261,66453,"47.9237047177457, 11.4190006256104","47.9197934257466, 11.4593410491943",4313,3674
1262,66454,"48.4548954686211, 9.2230033868691","48.4326601064507, 9.22477632178925",3933,4299
1263,66466,"49.8756595581379, 8.64068269729614","49.8770596598138, 8.65233421325684",998,884
1264,66470,"49.4023881919943, 8.66649627685547","49.4059474261955, 8.65542411804199",1008,805
1265,66481,"51.3126673756927, 13.0970764160156","51.3049625553576, 13.0950164794922",2312,1935
1266,66500,"49.2745388859208, 6.79521560668945","49.2659983043807, 6.77770614624024",2356,2065
1267,66504,"52.3162708816856, 13.033561706543","52.3288418600375, 13.0366516113281",1578,1293
1268,66508,"51.1285221782933, 13.6277890205383","51.1341238238116, 13.6313509941101",812,650
1269,66510,"50.9467673926015, 6.82980537414551","50.9606144373679, 6.85778617858887",3039,2467
1270,66518,"51.1294109462491, 9.56085205078125","51.1330903982603, 9.57527160644531",1849,1937
1271,66526,"48.9134259526828, 8.74645614414476","48.9114930060945, 8.74801826372277",612,499
1272,66534,"48.1426766323928, 8.45540285066818","48.1384239413626, 8.41435432259459",3481,3021
1273,66535,"50.3864406543203, 6.7291259765625","50.3893154023098, 6.71865463256836",1997,1734
1274,66539,"48.7579532458537, 9.15268421173096","48.7603155366994, 9.09616470336914",4667,4347
1275,66543,"53.1506606374446, 8.18640661265817","53.1556301425232, 8.1882648478495",676,565
1276,66548,"48.1753585629373, 11.3561725616455","47.8385097665903, 11.3505935668945",42195,35074
1277,66549,"50.9479507613906, 13.9591598510742","50.9487080245071, 13.956423997879",297,247
1278,66552,"51.4656586383854, 7.20437586307526","51.4639588938698, 7.20923066139221",423,323
1279,66553,"50.9586306996771, 14.6461915969849","50.961032506217, 14.6088981628418",2934,2592
1280,66561,"49.9853104219697, 8.17597389221192","50.010610423265, 8.09925685884082",7396,5879
1281,66563,"52.148510371319, 11.6543912887573","52.1488553424529, 11.7354583740234",7534,6147
1282,66570,"52.4991475433717, 13.5072526926524","52.4268584398605, 13.7549600595958",20762,16945
1283,66581,"50.448350241706, 7.54280090332031","50.4568047410445, 7.56168365478516",2242,2297
1284,66585,"50.9741601079426, 14.2743301391602","50.9299734680938, 14.3024826049805",9106,7805
1285,66588,"49.2729774252007, 11.4813995361328","49.2631865896585, 11.5319108963013",4293,3639
1286,66592,"50.3165233612798, 11.9110983611245","50.3275903419699, 11.9214785096847",1862,1624
1287,66600,"49.0040049808256, 8.3982574937545","49.0208014125274, 8.40404033573577",2384,1919
1288,66619,"51.4747890931892, 14.1343210078776","51.284635440768, 13.6309689155314",48101,38977
1289,66623,"52.6026826371908, 11.8535614013672","52.6698049623811, 11.9922637939453",14333,11697
1290,66625,"52.2694627310845, 13.6219086439814","52.2648368063244, 13.6103605187964",1212,988
1291,66626,"52.3987007094052, 13.0579376220703","52.3727499361397, 12.9281616210938",11917,9713
1292,66632,"52.5592904216681, 7.68184661865234","52.5701751068875, 7.68115997314453",1770,1400
1293,66635,"48.1357195275454, 11.495234368922","48.1413574277253, 11.4759771781974",2050,1653
1294,66638,"49.3967867954286, 8.6846923828125","49.3721017976679, 8.67018699645996",3917,3177
1295,66641,"50.792683676045, 12.9336547851562","50.3800355474818, 11.79931640625",107232,89791
1296,66644,"48.7441214766654, 9.34138298034668","48.7475304911875, 9.35168266296387",1232,1276
1297,66645,"49.1192531550164, 9.2055344581604","49.1192491752072, 9.20567393302918",10,9
1298,66648,"52.5290756763979, 13.5304269785411","52.4521022117829, 13.4149246173911",15120,12422
1299,66658,"54.3234262436437, 10.1743054389954","54.3199377317397, 10.2077579498291",2697,2203
1300,66660,"50.0555370225955, 8.800048828125","49.7811753782655, 8.800048828125",35239,29035
1301,66662,"54.292547332682, 10.1585233211517","54.3913532906636, 10.1851844787598",17501,14258
1302,66663,"50.9865635991703, 12.9848442098591","50.9799984118919, 12.9971737864253",1333,1128
1303,66664,"50.0271723440009, 9.37700271606445","50.0259500636427, 9.38266754150391",1757,1666
1304,66671,"50.2032753041483, 7.18574523925781","50.215799362025, 7.18205451965332",2829,2515
1305,66672,"52.5216011572513, 13.3280253410339","52.5108945978435, 13.3420372009277",2149,1763
1306,66675,"49.2149265378304, 7.61910438537598","49.2128099779255, 7.63886690139771",1716,1307
1307,66679,"50.9655119548891, 7.16375359537779","50.94006092954, 7.17605625162833",4023,3288
1308,66692,"49.2671936081051, 11.4684391021729","49.2410952397804, 11.455135345459",3753,3051
1309,66696,"48.5184520865243, 9.05960083007813","48.5206692827537, 9.10285949707031",4500,3910
1310,66703,"52.6329042404529, 9.22655796431173","52.4619313112516, 9.37000372803596",28291,22881
1311,66706,"52.5926207210004, 13.3389902114868","52.5996590917936, 13.3061170578003",2905,2419
1312,66708,"52.2177813252728, 13.4500122070313","52.2185218870947, 13.4517288208008",-2,-2
1313,66710,"49.6592110592602, 7.26539611816406","49.6558638280055, 7.2664475440979",1956,1800
1314,66713,"50.2696034762832, 11.4087438583374","50.2458455214037, 11.4271974563599",3650,4041
1315,66716,"51.5182115297684, 6.88025057261257","51.5573215006829, 6.88862800423522",5087,4112
1316,66718,"50.4350126126594, 7.51155853271484","50.4443602795114, 7.53044128417969",2958,2413
