"RID","start","end"
53625,"48.1201672558058, 11.5501150488853","48.1163138182376, 11.5462261810899"
53629,"52.4610903046769, 13.525191306544","52.4665137903831, 13.5444688770804"
53653,"48.7342174753974, 9.11098199212574","48.7045505476588, 9.09116198672564"
53656,"52.0417606418731, 10.3759002685547","52.0146694540527, 10.4109191894531"
53657,"47.6749312812029, 9.16606307029724","47.725237399616, 9.13925170898438"
53664,"52.1603031800261, 11.6302299499512","52.163255775367, 11.6746044158936"
53665,"53.5795920742069, 9.9671745300293","53.5776022706593, 9.95992183685303"
53677,"51.3028692876844, 11.2238339011674","51.2924732401298, 11.2339450631589"
53689,"53.1569475911911, 8.7175966497307","53.158880212085, 8.71832728385925"
53691,"48.8682179332732, 8.67248186201323","48.8739687551211, 8.65754732221831"
53694,"53.9918643236024, 9.8204612697009","53.9930348728572, 9.81789350640611"
53697,"52.4342331416329, 13.5978219335811","52.4339972843224, 13.6008926510112"
53700,"51.1500169810132, 6.7266583442688","51.1458912936058, 6.73208713531494"
53703,"50.9225544468101, 6.36005401611328","50.6934636959628, 6.46648406982422"
53708,"48.5619349983005, 10.6848907470703","48.6210765824726, 10.7813404686749"
53709,"49.4687279742322, 11.0204135708591","49.4677707456635, 11.0206590105008"
53721,"49.3886515014331, 7.06704139709473","49.3912192096354, 7.06008306489821"
53725,"49.1956152946598, 7.1495246887207","49.1803568665292, 7.14231491088867"
53735,"51.1530729305408, 6.18852399962634","51.1509060964018, 6.18594416549058"
53742,"51.0524232614949, 13.7783199548721","51.061847014206, 13.768572807312"
53743,"52.2677605112083, 11.8476340720736","52.2390113176209, 11.7701795697212"
53746,"48.0686520012354, 11.6940128803253","48.1434965823267, 11.5877437591553"
53756,"48.1220020472227, 8.00505740582594","48.1263211546753, 8.01350688653656"
53764,"48.7209427280287, 8.74092374491738","48.8162085675628, 8.70796476054238"
53767,"51.2158767451073, 6.77596807479858","51.216812972778, 6.77450895309448"
53769,"49.0073577551969, 12.0872642563336","47.8441746248073, 12.0579099585302"
53772,"50.2083438580886, 8.57489347457886","50.2158062273833, 8.5195541381836"
53773,"54.0813720684548, 9.51622009277344","54.0831657963496, 9.51141357421875"
53775,"49.1411963589563, 8.21700096130371","49.1342388619415, 8.21528434753418"
53783,"49.0974894433753, 8.40059280395508","49.1051407936162, 8.37364196777344"
53790,"50.9541037039364, 6.91342413419989","50.9306709668485, 6.89233302677167"
53793,"52.5355499649778, 13.4361848825938","52.5271880327616, 13.4347257608897"
53806,"49.5599628247895, 8.08387085173308","49.5638930133313, 8.09820285841852"
53810,"53.0952976281239, 8.818598985672","53.0909839975932, 8.81718277931214"
53818,"51.304018888393, 13.309388179332","51.3022039425586, 13.3210945129395"
53841,"51.4229820485454, 6.70609996187523","51.4163128317683, 6.72127962068771"
53849,"50.0981168528703, 11.1480331420898","50.1111693822171, 11.1487197875977"
53850,"50.8365803435858, 12.9028635619761","50.6452741048566, 12.952979564634"
53854,"52.9786865335635, 10.3748335155251","53.2483621242438, 10.3987128393055"
53861,"52.4832261557232, 13.42529296875","52.5292558002359, 13.436279296875"
53864,"NA, NA","52.4711483375141, 13.4071064581076"
53870,"53.6490386904709, 10.1853957027197","53.6389389118909, 10.1688230037689"
53880,"49.9936154625411, 8.66123914718628","49.9430680793443, 8.55354309082031"
53887,"50.8665905607198, 6.19649492204189","50.8691364891564, 6.19147382676601"
53890,"51.3284982633197, 7.0244146591358","51.3221838706045, 7.02262616170628"
53898,"50.5786176184276, 8.42393032118707","50.5751808169498, 8.4238483216177"
53907,"51.8664974410351, 13.8545494076971","51.861426811329, 13.8566093442205"
53917,"51.4482897412206, 14.1338088735938","51.4461565283658, 14.1243887878954"
53918,"48.6026412235019, 11.631968440488","48.6049565609806, 11.6360883135349"
53920,"52.0438336087461, 11.5821647644043","52.0377622441918, 11.5925931930542"
53926,"48.4757805932824, 8.97308349609375","48.4702360670726, 8.98715972900391"
53936,"51.3226577364863, 12.4034786224365","54.1075079838879, 3.1267087161541"
53943,"50.7879853846735, 8.40172086405801","50.7938459107695, 8.40689829443363"
63964,"49.4281840690779, 7.33680725097656","49.4374936380888, 7.34341621398926"
63970,"48.8302588406103, 9.17079448699951","48.8314586035989, 9.17173862457276"
63977,"49.5306952509049, 8.5683517580037","49.5325365198149, 8.68353177505924"
63981,"53.5814021964761, 9.98235883744201","53.5781526095272, 9.98300599894719"
63982,"51.5902493863166, 7.21269607543945","51.5130213321782, 7.40083694458008"
63984,"49.6996981717495, 6.57428741455078","49.6851978390232, 6.58194780349732"
63992,"53.5670768100674, 9.99270111322403","53.5626344836526, 9.99304878121491"
63994,"50.1330608021168, 8.91767978668213","50.1392283013352, 8.91968331299722"
63995,"51.5062190998115, 7.45851516723633","51.4988345713399, 7.44422435760498"
63996,"51.3658056994292, 13.1956100463867","51.3698731858172, 13.1884002685547"
63999,"48.0889007154093, 10.5480766296387","48.0844495750772, 10.5374765396118"
64000,"50.5225404246334, 8.67795181344263","50.5072804748001, 8.68859481881373"
64022,"53.5792158245916, 10.0226317569104","53.5955088534898, 10.0256948726311"
64023,"50.8864029172288, 12.0750672742724","50.8773144617977, 12.0511288731359"
64026,"52.2854357228166, 10.5361139774323","52.2911592237031, 10.5511665344238"
64029,"48.1971065260589, 11.5727049962879","48.168735400624, 11.5512565203608"
64031,"48.0747756479675, 8.72404575347901","48.3636724429925, 8.74134063720703"
64034,"51.2108838799068, 6.76474034786224","51.2099277876574, 6.772620677948"
64037,"54.1117479823206, 11.9119262695313","54.1149679843837, 11.9146728515625"
64044,"49.7270976160254, 11.3364758491298","49.7279395695645, 11.3353643423034"
64048,"52.4407307949182, 13.4455694945063","52.4397027908223, 13.4447477615322"
64058,"53.0983992346325, 8.23886632919312","53.1340043960545, 8.2107138633728"
64060,"49.6605396171529, 6.94156873822067","49.6640899158125, 6.93665991624584"
64063,"49.5161865106849, 11.2791252144962","49.5007305740405, 11.2980553420493"
64067,"51.3657001978571, 7.47822403907776","51.381047284596, 7.49414563179016"
64073,"52.2952172620002, 9.94485855102539","52.4867942788104, 10.26123046875"
64074,"49.9230817762731, 8.4850823879242","49.9230763656455, 8.48505020141602"
64080,"49.4481651107305, 8.35321426391602","49.4184112203788, 8.36857795715332"
64082,"48.1864688606283, 11.2620162963867","48.1905430622214, 11.2613296508789"
64083,"51.3177977245485, 9.49546421252307","51.273934318376, 9.55422388847476"
64106,"52.4409750357929, 9.75383377284743","52.4414668537313, 9.76075172948185"
64107,"48.1607586100918, 11.543264885313","48.1699246948784, 11.5517402540718"
64116,"52.7792711354937, 13.5354495118372","52.7852537032694, 13.5212158877403"
64118,"49.7990621776224, 12.4050064128824","49.7970455349246, 12.4025688192341"
64125,"52.6348483126352, 13.286303045461","52.6418629710638, 13.2797820570704"
64131,"49.4746497609921, 8.49170207977295","49.4833493335863, 8.4955644607544"
64137,"52.5356465494759, 13.490132689476","52.5357509654272, 13.4899663925171"
64144,"49.7843567886819, 8.03880691237282","49.7726220941544, 8.03424600715516"
64148,"54.3074666209201, 10.1037311553955","54.309657416496, 10.0833892822266"
64151,"53.6994946034476, 10.1853360235691","53.7078487177223, 10.1880504190922"
64158,"53.6858857490481, 9.40562725067139","53.6935489367076, 9.393310546875"
64161,"48.7247954290529, 8.00886154174805","48.7373565306061, 7.98311233520508"
64163,"50.1314047664667, 8.68312204544964","50.1438858539981, 8.7141997472645"
64166,"48.389432143253, 9.96537208557129","48.4078958469044, 10.0150680541992"
64170,"51.9533479506694, 8.67559097707272","51.943001672798, 8.69327545166016"
64171,"49.6868772003535, 12.1735382080078","49.6323184767542, 12.1434116363525"
64181,"51.0888637118278, 13.7063884735107","51.0765685749567, 13.6754894256592"
64189,"48.1871245501294, 10.8266758923128","48.1947427889192, 10.8284568751697"
64198,"51.3285286205423, 12.3319906066172","51.3050397632718, 12.3524945962708"
64205,"50.8928768948648, 6.90444803185528","50.9053819136422, 6.90214348258451"
64210,"51.2786120255984, 7.21806905815356","51.3143712011538, 7.18352354084345"
64213,"47.9649901060005, 7.95384407043457","47.9814157887628, 7.97558784834109"
64217,"48.7874562741376, 9.19076632861106","48.7632989981822, 9.10022725991439"
64218,"52.4368959721313, 13.4542179107666","52.435881747472, 13.4491539001465"
64226,"53.8102937380234, 10.0099182128906","53.8123113728978, 10.0097465515137"
64231,"50.3986795034129, 8.80725860595703","50.4021102771483, 8.80953446030617"
64234,"52.5598904866439, 13.0462646484375","52.5628959874947, 13.0369091033936"
64242,"52.8109722109825, 13.2079696655273","52.8021395433935, 13.2155227661133"
64247,"51.0517560507697, 13.5580730438232","51.0577903673202, 13.5645639896393"
64248,"47.6281775715279, 7.90637969970703","47.6660882186616, 7.90157318115234"
64251,"48.0464434741265, 10.4885101318359","48.0434775486923, 10.4685974121094"
64253,"50.9561608579528, 7.00634411658484","50.9658759676644, 6.99932416479442"
64262,"50.7572175445491, 12.6330585469259","50.7619818778743, 12.6349296548869"
64268,"51.1984607222737, 6.46045063259408","51.1906694204853, 6.48454645626771"
64269,"50.9359068771598, 6.67714691109723","50.9417674101698, 6.68607330269879"
64270,"50.2885869362278, 12.3936080303974","50.4339973072381, 12.4963995379221"
64273,"47.5988800002828, 9.59136321460392","47.5985443287615, 9.57329091688735"
64278,"50.6257400751982, 12.3041725158691","50.6255099401863, 12.3450708389282"
64282,"53.4060782152946, 7.43396759033203","53.4050945367716, 7.44235754013062"
64285,"48.5869067362771, 13.4801065921783","48.5884463064383, 13.4775853157043"
64289,"54.3857924128519, 10.4234504699707","54.4077882932667, 10.4282569885254"
64300,"53.1765754348765, 9.00132179260254","53.1791663533647, 8.98977756500244"
64307,"49.2452732807909, 6.97116982319585","49.2734695620477, 6.97338172358286"
64309,"49.2332447764508, 7.04591846413678","49.2333932979798, 7.05115413613385"
64310,"51.5930004837806, 7.20207708945964","51.5938189289108, 7.20341950331203"
64313,"51.131997197362, 6.61788940429688","51.1195157049758, 6.64707183837891"
64323,"48.729603693356, 9.14562034711708","48.7292696653859, 9.14544868574012"
64334,"50.090677322043, 8.68381721586047","50.1058678018887, 8.74245399296342"
64340,"48.3723016379136, 7.88028717041016","48.3752640241892, 7.88028717041016"
64358,"51.538754950688, 7.56200551986694","51.5430789636766, 7.56861448287964"
64363,"51.35776136617, 12.473068805939","51.3544757855586, 12.4702713632723"
64370,"49.6237912687174, 10.8269527976518","49.6375917072809, 10.7850674216752"
64374,"50.6680117464271, 6.77484989224468","50.5994042166205, 6.6091003397014"
64380,"48.5403807688684, 9.05925750732422","48.5403712979263, 9.06432151794434"
64389,"50.6960651664679, 7.08234071731567","50.6909152074068, 7.09184646606445"
64396,"52.3849453605231, 9.66314506425988","52.3811772621112, 9.65490531816613"
64401,"51.1224114355924, 6.393141746521","51.1224956110931, 6.37172698974609"
64404,"51.5137257350796, 7.46702957127127","51.5154115715951, 7.46244658759679"
64405,"48.3893194552647, 10.7992440462112","48.3837613302355, 10.8210557699204"
64412,"48.1467037148481, 11.6054677963257","48.153117378713, 11.5924644470215"
64416,"51.5463617361866, 6.60655975341797","51.5248092122029, 6.68895721435547"
64417,"51.1672026469395, 6.93615138536188","51.154227595266, 6.92912578495452"
64420,"51.4974207800457, 7.23342418670654","51.490695182929, 7.22479820251465"
64423,"51.6268622229104, 6.82720589451492","51.587325010259, 6.84917855076492"
64424,"51.5173941066264, 7.06266403198242","51.5075154376487, 7.06000328063965"
64425,"51.9866905752746, 8.5158634185791","51.9876717477996, 8.52727890014649"
64426,"54.6964724396819, 9.24842834472656","54.7055940829298, 9.25941467285156"
64432,"52.1158210423258, 11.7641258239746","52.0995952369082, 11.7703056335449"
64437,"53.5693954113724, 9.99221330203023","53.5722510738767, 10.0012707710266"
64444,"50.3352012572654, 11.7107391357422","50.3406897423301, 11.7323684692383"
64446,"53.5321644323978, 12.6462936401367","53.5002219098293, 12.6656913757324"
64461,"50.8673655341985, 9.7025033357204","50.8750951037316, 9.67587533525148"
64467,"48.6266091432639, 10.2494839255814","48.626786806365, 10.2495679684034"
64481,"50.9970281544527, 6.91196251020301","51.0013016627063, 6.92977881444676"
64501,"51.4168935926306, 9.6505499817431","51.4220158570692, 9.67595586553216"
64513,"49.3220171388843, 9.3600082397461","49.32718129512, 9.35966491699219"
64515,"49.2376119549647, 6.99074220683542","49.2293708064565, 7.02506589863333"
64526,"48.6545510018267, 9.21677503822139","48.6553292041195, 9.21702070525498"
64537,"51.2989125266023, 12.396183013916","51.298209828383, 12.399959564209"
64539,"48.7368065021613, 11.1847343423869","48.745330790066, 11.2595787027385"
64548,"51.3260189596567, 12.3458003997803","51.3246155004677, 12.3502635955811"
64549,"47.9221229808606, 9.75688934326172","47.9128050298799, 9.77671623229981"
64556,"52.9932599787448, 9.30266261100769","52.9875933063638, 9.32007551193237"
64560,"54.0744402074865, 12.102062702179","54.0780336406539, 12.0884799957275"
64563,"48.7614504333242, 8.2396988866094","48.7581623661054, 8.23874723904737"
64565,"51.5489820015813, 7.45293617248535","51.5471997400029, 7.45508193969727"
64567,"53.6112729831236, 10.4057693481445","53.6173678213137, 10.4105758666992"
64571,"49.4656162778727, 11.0994815808954","49.4538135331507, 11.0952472686768"
64572,"52.2403626650915, 7.96127700596117","52.2606350804426, 7.97020339756273"
64577,"52.5152023450417, 10.8036804199219","52.5139291632297, 10.8270263671875"
64581,"49.9876627426507, 11.9393062591553","49.9905702175912, 11.9462585449219"
64587,"47.6187885413486, 8.07079697493464","47.619760495797, 8.07002019908396"
64589,"49.3955089800767, 9.07659530639649","49.3942787022592, 9.07208919525147"
64593,"50.5503010413673, 9.67937886714935","50.5451811150223, 9.66655254364014"
64596,"49.2799004954716, 7.06772804260254","49.2852755188836, 7.05554008483887"
64600,"51.0169732227042, 6.90767347790825","51.0248937603508, 6.91877961158753"
64605,"51.83382176481, 8.3247184753418","51.8488279425321, 8.30145835876465"
64609,"48.7034104574388, 8.53500366210938","48.6978448217864, 8.5283088684082"
64610,"49.8817566179504, 7.89934158325195","49.9070751571897, 7.87342071533203"
64615,"51.2827887962737, 7.78896331787109","51.2789054057496, 7.80956268310547"
64616,"50.7295150837998, 9.00003433227539","50.7675233688158, 9.00432586669922"
64621,"51.1062727214206, 14.9398899060907","51.1027174487229, 14.9358415594907"
64622,"47.5922649191317, 7.60494232177734","47.6117066015025, 7.63429641723633"
64628,"49.3772412033613, 6.68397903442383","49.3706577094002, 6.6817045211792"
64633,"51.5891645431384, 7.55408763885498","51.5662084559674, 7.58417129516602"
64634,"52.5693730323474, 13.494815826416","52.571780842117, 13.4908676147461"
64635,"53.6740529908952, 10.2392234781291","53.6867714511592, 10.2300267216924"
64638,"49.5983717425731, 8.47895622253418","49.5989470497725, 8.44415187835694"
64639,"52.8163639455246, 7.81162261962891","52.8099895050301, 7.81660079956055"
64641,"51.9180922783195, 7.48752593994141","51.8913464429735, 7.3084831237793"
64644,"49.388211528679, 11.3536834716797","49.3879670976686, 11.3399505615234"
64646,"48.0932229531197, 11.5127277374268","48.1021510270007, 11.4923000335693"
64647,"51.0064490312393, 11.0992813110352","51.0174865542563, 11.0845613479614"
64654,"50.1509106025775, 8.80280399374897","50.1531681980154, 8.78307151899207"
64655,"49.456216445409, 11.0767328736983","49.4507708596113, 11.0981726642058"
64659,"48.1515722777962, 11.5794825553894","48.1556050944426, 11.5801692008972"
64660,"51.2977144122706, 13.1074447673745","51.3008538633577, 13.0552597087808"
64661,"50.984766026668, 10.3210593193035","50.9847489136739, 10.3210083998965"
64670,"48.8659785712081, 10.1145029067993","48.8639732117647, 10.1191806793213"
64671,"48.8976781691222, 8.70434761047363","48.9039974358173, 8.59723091125488"
64676,"50.7321115004715, 7.08588123321533","50.731711053598, 7.08827912807465"
64680,"47.8216988912419, 12.3900353908539","47.8312934254771, 12.3829329013824"
64686,"49.4755616125556, 8.48344516911311","49.4829290297025, 8.49510097556049"
64690,"48.2979438215823, 11.6189174662577","48.2963350182361, 11.6662960062968"
64692,"52.2994515327319, 8.5997200012207","52.2939923988354, 8.60212326049805"
64694,"51.0755279076063, 10.337963104248","51.0906286079787, 10.3913497924805"
64699,"49.0265217827084, 8.3930683118524","49.0319665754882, 8.40611457650084"
64703,"51.0478667623361, 13.6772317849682","51.0507217947181, 13.6747255330556"
64705,"50.7382069644083, 7.12566375732422","50.7623269684571, 7.10369110107422"
64706,"50.9573850939436, 14.7154998779297","50.9582320960781, 14.7148132324219"
64711,"51.089952984738, 10.4150390625","50.0814425448788, 8.69375805042555"
64712,"52.637672801326, 13.2138061523438","52.6130972835349, 13.2134628295898"
64718,"50.9953643566503, 11.0467529296875","50.9673167657629, 11.0065841674805"
64723,"52.601200213747, 13.3580875396729","52.6025229939997, 13.3563709259033"
64726,"54.0825480965496, 13.4024387595855","54.0688809598157, 13.4629726514686"
64727,"51.4365456992411, 7.00138092041016","51.4307912965426, 6.99605941772461"
64729,"52.0209835028445, 8.53046643740527","52.0242333371916, 8.50104904384352"
64730,"52.8975506373885, 10.1570320129395","52.8928110830838, 10.1457023620605"
64737,"50.1501639186677, 7.7158230544228","50.134605222942, 7.72839725028462"
64738,"52.5514105461816, 13.4999080002308","52.5293811379808, 13.5076904296875"
64740,"48.11855906576, 11.6597127914429","48.0249424474016, 11.7749404907227"
64741,"49.0778169402225, 9.15365517139435","48.7855495134716, 9.1869467496872"
64743,"48.0153823298507, 7.82442212104797","48.0257154831153, 7.81771659851074"
64747,"51.4973238564254, 10.7799148536287","51.5034268045843, 10.7875442295335"
64750,"50.7764981142464, 7.28702545166016","50.7880572154736, 7.29809761047363"
64751,"50.5209715405962, 8.20146560668945","50.5192150107167, 8.20524215698242"
64763,"52.3784171239689, 13.1246495246887","52.3622045099477, 13.1815338134766"
64774,"48.1262396950341, 9.79418694740161","48.1271873787128, 9.78543221717701"
64781,"50.8974212518431, 14.8106002807617","50.8222368425746, 14.7264575923327"
64784,"48.1218221891112, 8.00405502319336","48.1258174866799, 8.02010536193848"
64789,"51.0183484201525, 13.7194801589067","51.0217060013618, 13.7211942672729"
64800,"50.9411785415785, 6.93435251712799","50.8043002492517, 6.83383941650391"
64801,"50.3021002150469, 12.3383331298828","50.2992602723198, 12.3472595214844"
64803,"52.5289521380444, 13.4051968834319","52.5266114053119, 13.4093928337097"
64812,"47.6460465883661, 10.1304244995117","47.6410589542312, 10.1372694969177"
64813,"49.4495331605415, 10.9534549713135","50.9795859248352, 11.0398864746094"
64814,"53.6849153092317, 9.1710090637207","53.6714937582573, 9.14972305297852"
64818,"50.9875451453441, 7.84799766435754","50.9928933078734, 7.84917139993922"
64824,"47.7282540788176, 9.23744201660156","47.7407122674937, 9.2259407043457"
64834,"49.9919711230251, 8.41659164638259","49.9974942609071, 8.41292411485483"
64842,"52.3062886288015, 9.61070012496018","52.3013935623151, 9.59891796112061"
64845,"48.2740877997177, 12.1522865316365","48.267430024526, 12.1495141988271"
64848,"52.254785868703, 13.9262008666992","52.2346264178115, 13.9007949829102"
64851,"48.3015009953701, 11.3579063373618","48.3119855067528, 11.3661460834555"
64859,"51.3355550907462, 12.3982429504395","51.3352288806614, 12.4336051940918"
64862,"49.3268072004414, 11.0625457763672","49.3348046030769, 11.0676527023315"
64864,"48.6909816378848, 8.95462989807129","48.6097126541905, 8.9425277709961"
64869,"52.6382978365708, 9.20894622802735","52.6476202188557, 9.22130584716797"
64870,"50.7884911879095, 12.9010383508285","50.7789811563502, 12.8986343188444"
64875,"50.1110154910041, 8.68661284446716","50.1093272341894, 8.68728876113892"
64878,"48.8963036580962, 8.69797468185425","48.8956190334687, 8.72494697570801"
64894,"49.5967204169689, 8.73241424560547","49.6234339949536, 8.84639739990235"
64899,"51.4661433292276, 6.77594769007556","51.4645475392449, 6.78260171433067"
64923,"52.4675692186035, 13.7899321318764","52.4637867541064, 13.7884479761124"
64943,"50.8688512078595, 6.09672546386719","50.908899917635, 6.15715026855469"
64945,"52.5930995398966, 13.327488899231","52.5676349373257, 13.2864189147949"
64957,"48.8760563218002, 9.07466411590576","48.8640585981101, 9.06353831291199"
64958,"50.7198434712441, 8.30514907836914","50.7305914705761, 8.30772399902344"
64965,"47.7213457696446, 10.3199729940388","47.7624530190649, 10.2959404012654"
64969,"48.1011317095193, 11.0879302024841","48.09460310892, 11.0971355438232"
64971,"49.4150273009966, 12.5655784585979","49.4234946007871, 12.5635185220744"
64972,"51.3206099282023, 12.4234449863434","51.3230618110764, 12.4269104003906"
64981,"51.1206621254664, 13.2923299167305","51.0403443795807, 13.2646766351536"
64987,"51.9381944400991, 7.62723684310913","51.8864622678298, 7.65403747558594"
64994,"53.6808994601735, 14.0693664550781","53.7149203828828, 14.04052734375"
64995,"49.4019570694883, 11.0044813156128","49.4509638296352, 11.0918998718262"
64997,"50.915264109809, 10.3595066070557","50.9187272508135, 10.3782176971436"
65001,"49.4839729303861, 8.47895622253418","49.4899343286783, 8.48367691040039"
65003,"48.3555037776401, 7.88131713867188","48.3140490447953, 7.94174194335938"
65007,"49.2375965464149, 6.97164917830378","51.4759088875807, 10.3403321653605"
65008,"48.5450888268821, 12.149800658226","48.5474651573258, 12.1492785128066"
65013,"52.3601947139108, 13.6026620864868","52.3558963591928, 13.6065673828125"
65015,"50.9725207126983, 7.06867218017578","50.9942623277549, 7.05536842346191"
65022,"52.6245254598095, 6.84378114994615","52.6256255148781, 6.84515444096178"
65023,"50.1102584088306, 8.68915557861328","50.1337943703434, 8.91883850097656"
65037,"51.3518867868515, 11.0983888059855","51.4241847674447, 7.35950088710524"
65046,"50.9976736712447, 7.152099609375","52.1281138540548, 5.701904296875"
65049,"52.5291200597686, 13.3197212219238","52.5247859347246, 13.3201503753662"
65052,"52.1474078575943, 11.5742683410645","52.1900571009143, 11.685676574707"
65054,"50.15026678343, 7.71612417691358","50.1484232744389, 7.69951057329308"
65058,"50.8573400866847, 7.19741821289063","50.8589739513574, 7.16806411743164"
65061,"49.2879593119061, 9.27143096923828","49.3077565180685, 9.27001476287842"
65071,"50.7073697623935, 7.50864028930664","50.7173808766559, 7.50040054321289"
65083,"49.8300821896145, 9.88120007423277","49.8522955528906, 9.88887977495324"
65090,"51.3597699488937, 12.0722579956055","51.3585338951991, 12.0677947998047"
65091,"52.031036585438, 8.50505411624909","52.0127817856743, 8.4756088256836"
65101,"51.1834749228829, 10.48095703125","50.1110677248227, 9.38232421875"
65103,"52.1744783885651, 11.7063295990838","52.3648459161162, 11.8976447493226"
65110,"49.8254840842685, 9.92168426513672","49.8075492364253, 9.92923736572266"
65119,"50.972297318057, 6.67800522060134","52, 52"
65120,"51.2294409070741, 12.7231206872966","51.2313869707078, 12.7309226884972"
65123,"53.9195051654718, 10.6978511810303","53.9078017753173, 10.7133221626282"
65130,"50.7731619044737, 6.07818603515625","50.7298495473237, 6.06565475463867"
65133,"50.9740105840268, 6.86602592468262","50.9727209110954, 6.86409151550834"
65143,"48.282139988369, 10.4693278792547","48.2883097249943, 10.483649969101"
65152,"48.3715661231233, 8.12339401454665","48.372624669647, 8.12640881551488"
65163,"52.1003047661111, 9.35980439186096","52.1064156132375, 9.34966564178467"
65168,"52.4124816579793, 13.3378744125366","52.4132172308207, 13.3298063278198"
65175,"49.995542523756, 7.93412446975708","49.9758852694285, 7.92612075805664"
65178,"48.1746216383003, 11.586971282959","48.1707579765883, 11.5493774414062"
65183,"49.3346413856511, 11.3297367095947","49.3095081039672, 11.4216613769531"
65189,"54.3176321793372, 10.1304330831044","54.2946950931753, 10.1586628012592"
65194,"52.2838560310681, 8.24263483285904","52.3714881878674, 8.00456732511521"
65197,"48.5229470199943, 10.857084270101","48.5310262845788, 10.8721132267965"
65205,"51.8414721530364, 12.273098229598","51.8505205207188, 12.2720325000773"
65208,"51.8023557979111, 10.3294944745721","51.8058338872399, 10.3201103210449"
65209,"49.7233499109443, 12.0748597383499","49.7154303577146, 12.0765495300293"
65212,"51.3576863919549, 12.4104845523834","51.3679223780263, 12.4158275127411"
65221,"51.6338416279422, 13.7088775634766","51.6240714923502, 13.6965179443359"
65224,"49.5857633291668, 11.0179653172963","49.5587885290498, 11.0598106042016"
65228,"49.9775714410124, 6.52186632156372","49.9861554770969, 6.51180267333984"
65229,"50.9676344871369, 7.14497139400919","50.9746105314494, 7.14733667147812"
65230,"50.1023038507996, 9.10543441772461","50.1058271398312, 9.13049697875977"
65237,"48.0234996709904, 8.52951049804688","48.0179348331027, 8.52745056152344"
65242,"48.5481061575315, 9.20740127563477","48.5479818655061, 9.21031951904297"
65243,"48.5925914839544, 8.01413476467133","48.6295967490413, 7.98154592514038"
65257,"50.9800077559973, 6.95116996765137","50.961408448785, 6.98416113853455"
65262,"51.0055460846572, 10.1712799072266","50.9994967331653, 10.169563293457"
65272,"51.5873697456993, 7.55537509918213","51.5722719766326, 7.58374214172363"
65275,"49.4635011749967, 11.0714721679688","49.4787265710367, 11.0939598083496"
65282,"49.9946292367875, 11.7778104540412","49.9949206397322, 11.7792459734846"
65284,"48.5303840056214, 9.33851622277871","48.5804713492816, 8.38839626128902"
65295,"50.579775816416, 7.57232666015625","50.5763045436802, 7.57404327392578"
65296,"52.1345565441419, 7.73806303739548","52.1392281671143, 7.76861038058996"
65298,"52.5539599185557, 13.5754537569301","52.5543904538839, 13.5818624500826"
65304,"48.9090079956272, 8.253613114357","48.9128061686885, 8.22501181857661"
65312,"53.291321472633, 10.3934097290039","53.3036431539511, 10.3978729248047"
65315,"48.1389163534535, 11.5821303762397","48.1675708328925, 11.5692114825652"
65317,"50.7981437681568, 6.77395820443053","50.784265097816, 6.78623198764399"
65322,"53.3834831239185, 10.724823474884","53.3737266216779, 10.7164764404297"
65331,"49.6906918027468, 11.036217212677","49.6970064989089, 11.0335350036621"
65334,"50.9673226778141, 13.8745737075806","50.9567534736352, 13.8856244087219"
65337,"53.958687523058, 13.4400647876464","53.9636216138058, 13.4303426725091"
65349,"53.4371883577588, 10.3628540039063","53.4465525755597, 10.3659439086914"
65354,"52.5014924812233, 13.3517360687256","52.5130885165576, 13.3606624603271"
65357,"53.6240862121126, 10.1633781194687","53.6201276717707, 10.1670194866892"
65360,"50.9749671749948, 8.9813232421875","50.9716602314311, 8.98338317871094"
65362,"52.12822582289, 9.27855491638184","52.1256162995904, 9.28323268890381"
65371,"51.0979561130094, 6.45893096923828","51.0962420337725, 6.48330688476563"
65373,"51.3268038055655, 8.009033203125","51.3353441713833, 8.03031921386719"
65375,"49.4585431089089, 11.1591911315918","49.5047684039248, 11.2524032592773"
65376,"49.8663167295387, 8.85498046875","50.112515170859, 8.66986513137818"
65382,"51.5126711528908, 7.10829377174378","51.5095945093999, 7.10502147674561"
65384,"50.6231772471732, 7.03210830688477","50.615728460136, 7.05081939697266"
65390,"52.2722549957425, 9.52268958091736","52.2741465200021, 9.52909469604492"
65400,"51.2959254476597, 6.84235381660983","51.3008341741581, 6.73568345373497"
65402,"49.4458850393784, 7.76014566421509","49.4471742544405, 7.75978055954447"
65412,"53.056868299943, 8.72937262058258","53.0490597090734, 8.72323036193848"
65418,"50.8585562065628, 9.6955482957128","50.8594350349686, 9.70615052967332"
65421,"51.4830649542032, 7.21999168395996","51.4834324263651, 7.22385406494141"
65426,"50.0147845171995, 6.5262909187004","50.0116994839319, 6.52637672319543"
65428,"51.4998980411096, 14.6452708840479","51.4975390024414, 14.6600786454292"
65432,"51.1067878260799, 7.01377487392165","51.1064240656482, 7.0108308797353"
65433,"50.8320930700109, 10.9532318031415","50.8132783242331, 10.9257659409195"
65447,"51.9630972229901, 7.62569189071655","51.9637649200065, 7.60919442065642"
65457,"52.4446092022682, 13.5686302185059","52.4119067923544, 13.5842514038086"
65460,"49.370383965108, 12.7023696934339","49.3924909689282, 12.695517536049"
65463,"48.9614317679528, 9.01782274246216","48.9031262332703, 8.99268507957459"
