"RID","start","end"
65467,"52.058056736713, 11.7237854003906","52.0586009593293, 11.707284450531"
65469,"50.9844959794854, 7.6934909838019","50.9857387230015, 7.68456459220033"
65473,"49.1166208156489, 10.1106834411621","49.1169279217351, 10.12038230896"
65486,"52.9431957657633, 8.62543916780851","52.9411672409546, 8.62761926677195"
65497,"51.0067882645719, 6.9054651260376","51.0286020014057, 6.86649799346924"
65499,"49.2078003081752, 12.4904465675354","49.2127081217384, 12.4907684326172"
65502,"50.9984586094636, 7.15179920196533","51.0287396967034, 7.11145877838135"
65504,"48.1399110989816, 11.5728360414505","48.1444575063148, 11.5690541267395"
65505,"49.421261363111, 8.3932113647461","49.4110883776397, 8.38823318481445"
65507,"48.1600741522892, 11.5850830078125","48.1376323539112, 11.5953612327576"
65511,"52.4444103525328, 10.0095947342925","52.4418214601533, 10.0437231814431"
65526,"51.2808265595291, 7.15634822845459","51.279584573855, 7.13993310928345"
65528,"48.0229983210489, 11.953125","48.153026640026, 11.653773703853"
65536,"52.5111696054775, 13.4769630432129","52.4453871820115, 13.6271667480469"
65552,"47.4931387234329, 11.0968780517578","47.4977345428717, 11.1174774169922"
65555,"50.9825066415624, 7.01452910900116","50.9871540646219, 7.00663268566132"
65557,"49.7563808035428, 9.58608627319336","49.7291176185569, 9.58333969116211"
65558,"48.5428015762599, 9.04678416311072","48.5453456183539, 9.04032325692242"
65563,"52.4419747844627, 13.5744953138055","52.4377269043269, 13.609342573327"
65566,"54.3179788713387, 10.1771035186539","54.2752685148103, 10.2124958048807"
65567,"49.1281241573109, 12.1396565437317","49.1267755937678, 12.1398496627808"
65569,"54.1327238143434, 10.6093597412109","54.1392659785003, 10.6174278259277"
65571,"49.3788105344765, 7.98431396484375","49.3942747743985, 7.98371315002441"
65578,"49.6792089082559, 12.1622085571289","49.6775177851996, 12.1691393852234"
65580,"50.0373243286533, 10.2296447753906","50.0438238314641, 10.2486991882324"
65581,"51.3734949373054, 12.216796875","51.7928507181446, 11.7285919189453"
65582,"51.119283365235, 14.2478942871094","51.1957844898211, 14.4532012939453"
65586,"50.0507736910244, 10.2281105518341","50.0440219206996, 10.2456951141357"
65593,"48.5152682504245, 10.9272766113281","48.524154774848, 10.8860778808594"
65595,"52.5565517598448, 13.457636834064","52.552184681047, 13.4633159637451"
65604,"51.2788847674689, 6.46675229072571","51.2731664596159, 6.4894437789917"
65612,"50.6508830888033, 8.31355512142182","50.6514251642215, 8.30323934555054"
65621,"49.0828903036667, 12.6993316411972","49.0088713535583, 12.8301429748535"
65642,"48.9344907412286, 8.63362848693214","48.9372143418121, 8.62819739675615"
65644,"54.7835142580401, 9.43028211593628","54.7972261255015, 9.4427490234375"
65648,"48.2104839829899, 10.0713901530253","48.2114119991454, 10.0607471476542"
65658,"52.9784778460173, 13.7417678791098","52.9585919972496, 13.7349014240317"
65660,"49.9596541527938, 7.71411895751953","49.9569852491683, 7.71720886230469"
65665,"51.1776404939838, 6.74423217773438","51.1790823559847, 6.78182601928711"
65669,"50.8820535788269, 11.8525314331055","50.8736219954833, 11.8587112426758"
65674,"50.0082975268608, 10.0946760177612","49.9430905190488, 9.95241165161133"
65678,"51.0586996194166, 6.71728134155274","51.0742156657742, 6.71110153198242"
65679,"52.2379605148966, 9.84594225861656","52.2614817540112, 9.81668471940793"
65681,"53.2472927913156, 8.22961807250977","53.2419512403178, 8.21090698242188"
65685,"53.5601880917819, 9.99755859375","53.716974140031, 10.1462173461914"
65688,"52.538778920004, 13.3489465713501","52.5384134882908, 13.3484315872192"
65691,"49.4015681836092, 10.9410781902261","49.4254862842754, 11.0036358841171"
65693,"49.8231852174872, 10.8903694152832","49.8127780213347, 10.8992207050324"
65697,"52.4660765072575, 13.1049728393555","52.4662611584763, 13.1094360351563"
65703,"50.5373944890847, 7.09411025047302","50.5151730383564, 7.10506439208984"
65706,"50.1528299779774, 8.83695602416992","50.1599685258155, 8.83129119873047"
65709,"49.3039006667685, 11.3500785827637","49.3123346640801, 11.3410726193979"
65715,"51.1791672163555, 14.4451332092285","51.1761037466797, 14.4540596008301"
65720,"49.4550770461111, 8.47723960876465","49.4495017151117, 8.45166206359863"
65723,"51.9747297749497, 8.525390625","51.4458731587061, 7.01228141784668"
65734,"53.5712444258478, 13.2601460387014","53.5755323487282, 13.2600008074951"
65736,"53.556171485009, 9.95689630508423","53.5532149152546, 9.95279788970947"
65737,"52.5287547655771, 13.3819835182294","52.5451800072094, 13.384148596233"
65739,"52.4878504226198, 13.413587808609","52.477502724966, 13.4120750427246"
65741,"51.3328103826593, 13.9581298828125","51.0631508985601, 14.0830993652344"
65746,"49.1808393745055, 9.29412460536696","49.1821592329293, 9.29462242231239"
65749,"52.0932343950336, 11.6097507445375","52.0687439645951, 11.5883960755309"
65758,"54.1564123888753, 12.0635890960693","54.1408312882879, 12.0801544189453"
65760,"48.2985387231398, 8.5993766784668","48.2932960691355, 8.60143661499024"
65765,"51.6169648446252, 7.19840526580811","51.6204550263413, 7.18366384506226"
65766,"50.2219228690679, 8.98460197553504","50.2181129318462, 8.99198341474403"
65771,"53.1360065707106, 7.877197265625","52.7197554048868, 7.23964691162109"
65778,"51.6086627709666, 8.34686279296875","51.6089667657364, 8.36952209472656"
65784,"49.5304377649332, 6.70166015625","49.4197064127237, 6.64655685424805"
65785,"52.3939085281841, 9.71811103925575","52.4061890870871, 9.87783336691791"
65791,"50.9361030959261, 6.91769599914551","50.9315079782266, 6.89220428466797"
65794,"52.5575808437407, 13.3452880382538","52.5586032719754, 13.3478951454163"
65796,"53.4048621271566, 9.99146461486817","53.417764877481, 9.99833106994629"
65811,"52.5036868692833, 13.5014247894287","52.4962264827351, 13.4559345245361"
65816,"49.1546537331585, 8.28326225280762","49.1440992392259, 8.27339172363281"
65817,"49.6063855744052, 11.0093307495117","49.6125122223681, 11.0198020935059"
65820,"48.110011488107, 11.7113721370697","48.1057626588023, 11.7133033275604"
65829,"52.3349387348215, 9.76804733276367","52.3469001315528, 9.74710464477539"
65831,"52.2992800735897, 8.96621704101563","52.3001461244806, 8.98982048034668"
65835,"51.0641386908283, 9.93091106414795","51.0595510096327, 9.93528842926025"
65836,"53.0715350462467, 8.78667811506603","53.0577301580608, 8.83153226226568"
65854,"51.1941910295653, 6.76948249340057","51.1865524127254, 6.77256435155869"
65857,"48.4451865164362, 8.69636535644531","48.4427022056236, 8.71541976928711"
65878,"52.2965383286641, 7.59086608886719","52.2955048825262, 7.5860595703125"
65884,"52.9880014091164, 10.0820159912109","52.9943540214192, 10.0924873352051"
65885,"51.4932620426576, 7.08359599113464","51.479620593905, 7.08824157714844"
65887,"51.3407196297572, 12.377815246582","51.3520616549219, 12.359790802002"
65890,"48.423989132298, 8.01280975341797","48.4303858661795, 8.00765991210938"
65896,"48.9360610368545, 12.0389556884766","48.9372062881889, 12.0389556884766"
65899,"51.5937853619607, 11.4470672607422","51.5975809804652, 11.4505004882813"
65908,"48.0654113150174, 11.618669629097","48.0685444596122, 11.6204130649567"
65913,"50.8034979288455, 11.5919259830844","50.8103474533237, 11.472449664725"
65936,"51.9304678800848, 7.57543909556262","51.9336925319355, 7.56589794211322"
65941,"50.948951148766, 13.6677360499743","50.9603769084219, 13.6615705498843"
65950,"48.1441542519605, 11.5449571609497","48.1482833445621, 11.5143156051636"
65953,"53.9316600735961, 9.47158813476563","53.9444192338118, 9.48034286499024"
65956,"51.3201070418216, 13.2598489522934","51.3140703000142, 13.2433533668518"
65963,"51.0947021816851, 12.3359298706055","51.0897337008696, 12.3105239868164"
65973,"51.3513274976931, 12.3622798919678","51.3491260646134, 12.3613786671194"
65985,"50.8172696411029, 10.3556442260742","50.8359743674758, 10.3532195091248"
65988,"52.1706713636276, 11.6284275054932","52.1796227133491, 11.6369247436523"
65992,"50.9309679294364, 6.91935360431671","50.9317117342684, 6.90194606781006"
65994,"50.6836214957367, 10.913509366801","50.6867420401909, 10.9308342931035"
66000,"50.8560397265334, 12.4231338500977","50.8864024743749, 12.4265670776367"
66012,"48.7390701406457, 13.344783782959","48.7440346923382, 13.3529376983643"
66015,"51.2381166080466, 7.15776979923248","51.2332985806879, 7.15396106243134"
66016,"51.2098711047128, 6.12856864929199","51.2120470705959, 6.11603736877441"
66021,"50.1287222019132, 7.12034225463867","50.1247603784817, 7.12480545043945"
66035,"51.0672475677891, 13.2886505126953","53.5037308707861, 11.1016845703125"
66036,"52.4803266894514, 13.3696961402893","52.4868783944939, 13.4736156463623"
66039,"52.5640907116585, 13.395220041275","52.5696729969008, 13.395574092865"
66041,"51.9966805164789, 8.56246948242188","51.9816241454675, 8.54907989501953"
66045,"50.9425707752855, 6.93796277046204","50.9460183643444, 6.93245887756348"
66055,"50.6477733682512, 7.95135498046875","50.6568723560332, 7.9442310333252"
66060,"52.3702488939203, 14.0656918287277","52.3833353020168, 14.0538257360458"
66061,"48.3769054932144, 10.0130939483643","48.3689322214948, 10.0915431976318"
66063,"52.5217047905908, 7.327880859375","52.5356734692371, 7.31625080108643"
66071,"51.1602666178789, 12.9253921564668","51.1612355155045, 12.8316650446504"
66077,"48.6901501675451, 9.73803806322394","48.6911889128455, 9.73932838387555"
66079,"50.1012724483597, 11.0024374723434","50.1001020936752, 11.0048568248749"
66086,"50.1232470954817, 8.32283020019531","50.118289038895, 8.33106994628906"
66093,"49.510238901825, 7.08889424811787","49.5642006061198, 7.07007407967467"
66104,"49.6042988078851, 6.97254180908203","49.614337843729, 6.97906494140625"
66105,"49.7396315572547, 6.64054870605469","49.7347157908809, 6.64087057113648"
66111,"50.58523122583, 10.9967994689941","50.5726844742789, 11.0303592681885"
66114,"49.7320580450469, 7.87620163173415","49.7424368275693, 7.84499359549955"
66117,"49.2010275399785, 8.10979843139649","49.2073258906143, 8.07512283325195"
66121,"52.5288263449248, 13.1972569227219","52.5208169631913, 13.2180118560791"
66123,"50.9779250969446, 10.3175354003906","50.9433081427588, 10.0150680541992"
66128,"49.8710270332479, 7.37503050011583","49.8562337200951, 7.39635983482003"
66132,"51.3249462570843, 12.4772071838379","51.2982188853604, 12.6021766662598"
66134,"48.3970130808964, 10.0058305263519","48.3883221352531, 9.99550938606262"
66138,"50.4200678010802, 7.44332313537598","50.441752850667, 7.40748928394169"
66144,"48.1727327733908, 11.6290283203125","48.1768010801419, 11.6207885742188"
66149,"50.7671062900857, 6.10202704119729","50.7384523683173, 6.11750879092142"
66152,"53.7022349891262, 10.1572380086873","53.7014626663736, 10.154491426656"
66160,"50.8848522610022, 11.6166257858276","50.9243182371249, 11.6170978546143"
66168,"50.7991028756463, 11.7719974368811","50.8065522746125, 11.7601384976297"
66183,"49.1993310190344, 7.60734558105469","49.2001056773465, 7.6080322265625"
66184,"52.201347161612, 13.5873413085938","52.1937319876541, 13.5907745361328"
66190,"48.7623879890805, 8.24832916259766","48.7621705163393, 8.23584079742432"
66201,"51.3639702723339, 6.93906784057617","51.3671830587647, 6.95520401000977"
66203,"50.4935827053444, 11.8624877929688","50.483732761923, 11.8655776977539"
66214,"49.8976845588043, 8.29630851745606","49.9047959436096, 8.30918312072754"
66217,"50.0141465801443, 10.9301948547363","50.0023395134535, 10.9303253887992"
66224,"47.9484463741277, 11.4354629558511","47.9475476116277, 11.4541482931963"
66225,"48.8566625007482, 8.73725507757626","48.8612026522634, 8.72689533076482"
66227,"52.425676316146, 13.35581575775","52.3596190082359, 13.3985524803575"
66234,"48.381793961205, 10.0003051757813","48.4281753997708, 10.0190162658691"
66244,"51.5328955245199, 9.93352890014649","51.5310884934976, 9.942626953125"
66245,"52.0082726164092, 8.55523824691773","52.0090075377263, 8.557448387146"
66267,"53.550456667337, 10.0014209747314","53.5749952394485, 10.0392723083496"
66272,"47.8457827075689, 11.1430549621582","48.133473001572, 11.590576171875"
66275,"52.5164898539181, 13.2601633077138","52.4760472156062, 13.2139091554564"
66289,"49.9005087836778, 10.3496360778809","49.8862327783644, 10.3982162475586"
66291,"49.4844514828253, 11.8829047679901","49.4837509892651, 11.8725299835205"
66292,"50.0176947282552, 8.42428207397461","50.0236264978999, 8.46196174621582"
66296,"48.1065714976639, 10.118408203125","47.4171262099633, 10.2694702148438"
66301,"51.0003909357334, 7.1354491263628","50.9983725201137, 7.13991232216358"
66306,"51.3827060343648, 7.76338577270508","51.4865425759657, 8.13880920410156"
66314,"52.5342753150535, 13.395909012761","52.5340281628897, 13.3911514314241"
66324,"49.5390011444927, 7.43936914019287","49.5228497331229, 7.47893713996746"
66333,"49.5874594515311, 11.3648436070798","49.59369322957, 11.3693990712636"
66337,"48.2164664634403, 12.1371459960938","48.1743748019519, 12.2006607055664"
66338,"49.2159992672467, 7.00839757919312","49.2258938189327, 7.01142311096191"
66345,"53.5961557492754, 10.0503981113434","53.6188305266341, 10.0440788269043"
66351,"47.6280921300817, 9.91120755672455","47.6370675403709, 9.94305610656738"
66361,"54.3261939517792, 10.1868853555061","54.3214243746521, 10.2064289990813"
66363,"48.1058371670376, 11.5395476816775","48.0980214483153, 11.5489010808233"
66375,"52.2723894156588, 10.486008166481","52.2799280932477, 10.4627094237367"
66386,"52.227799431706, 10.9986876603216","52.2294554476517, 11.0007519724604"
66390,"52.5538941561426, 13.4139204025269","52.5563879266891, 13.4022080968134"
66400,"48.167129805078, 11.2358111143112","48.1646399159515, 11.2396670569433"
66417,"48.1089095842678, 11.6196262832091","48.1133970469076, 11.633791923523"
66425,"48.1325820015681, 11.4880750174052","48.1330066187823, 11.4817535877228"
66432,"53.5820666571919, 9.85542297363281","53.5511606076335, 9.83139038085938"
66439,"52.3283957825296, 13.0713001424738","52.331180763427, 13.0761301519669"
66447,"50.9640834361098, 11.0161435604095","50.9489430379336, 11.0000824928284"
66451,"51.3395199249889, 12.3637390136719","51.3588033377668, 12.3163918952923"
66453,"47.9237047177457, 11.4190006256104","47.9197934257466, 11.4593410491943"
66454,"48.4548954686211, 9.2230033868691","48.4326601064507, 9.22477632178925"
66466,"49.8756595581379, 8.64068269729614","49.8770596598138, 8.65233421325684"
66470,"49.4023881919943, 8.66649627685547","49.4059474261955, 8.65542411804199"
66481,"51.3126673756927, 13.0970764160156","51.3049625553576, 13.0950164794922"
66500,"49.2745388859208, 6.79521560668945","49.2659983043807, 6.77770614624024"
66504,"52.3162708816856, 13.033561706543","52.3288418600375, 13.0366516113281"
66508,"51.1285221782933, 13.6277890205383","51.1341238238116, 13.6313509941101"
66510,"50.9467673926015, 6.82980537414551","50.9606144373679, 6.85778617858887"
66518,"51.1294109462491, 9.56085205078125","51.1330903982603, 9.57527160644531"
66526,"48.9134259526828, 8.74645614414476","48.9114930060945, 8.74801826372277"
66534,"48.1426766323928, 8.45540285066818","48.1384239413626, 8.41435432259459"
66535,"50.3864406543203, 6.7291259765625","50.3893154023098, 6.71865463256836"
66539,"48.7579532458537, 9.15268421173096","48.7603155366994, 9.09616470336914"
66543,"53.1506606374446, 8.18640661265817","53.1556301425232, 8.1882648478495"
66548,"48.1753585629373, 11.3561725616455","47.8385097665903, 11.3505935668945"
66549,"50.9479507613906, 13.9591598510742","50.9487080245071, 13.956423997879"
66552,"51.4656586383854, 7.20437586307526","51.4639588938698, 7.20923066139221"
66553,"50.9586306996771, 14.6461915969849","50.961032506217, 14.6088981628418"
66561,"49.9853104219697, 8.17597389221192","50.010610423265, 8.09925685884082"
66563,"52.148510371319, 11.6543912887573","52.1488553424529, 11.7354583740234"
66570,"52.4991475433717, 13.5072526926524","52.4268584398605, 13.7549600595958"
66581,"50.448350241706, 7.54280090332031","50.4568047410445, 7.56168365478516"
66585,"50.9741601079426, 14.2743301391602","50.9299734680938, 14.3024826049805"
66588,"49.2729774252007, 11.4813995361328","49.2631865896585, 11.5319108963013"
66592,"50.3165233612798, 11.9110983611245","50.3275903419699, 11.9214785096847"
66600,"49.0040049808256, 8.3982574937545","49.0208014125274, 8.40404033573577"
66619,"51.4747890931892, 14.1343210078776","51.284635440768, 13.6309689155314"
66623,"52.6026826371908, 11.8535614013672","52.6698049623811, 11.9922637939453"
66625,"52.2694627310845, 13.6219086439814","52.2648368063244, 13.6103605187964"
66626,"52.3987007094052, 13.0579376220703","52.3727499361397, 12.9281616210938"
66632,"52.5592904216681, 7.68184661865234","52.5701751068875, 7.68115997314453"
66635,"48.1357195275454, 11.495234368922","48.1413574277253, 11.4759771781974"
66638,"49.3967867954286, 8.6846923828125","49.3721017976679, 8.67018699645996"
66641,"50.792683676045, 12.9336547851562","50.3800355474818, 11.79931640625"
66644,"48.7441214766654, 9.34138298034668","48.7475304911875, 9.35168266296387"
66645,"49.1192531550164, 9.2055344581604","49.1192491752072, 9.20567393302918"
66648,"52.5290756763979, 13.5304269785411","52.4521022117829, 13.4149246173911"
66658,"54.3234262436437, 10.1743054389954","54.3199377317397, 10.2077579498291"
66660,"50.0555370225955, 8.800048828125","49.7811753782655, 8.800048828125"
66662,"54.292547332682, 10.1585233211517","54.3913532906636, 10.1851844787598"
66663,"50.9865635991703, 12.9848442098591","50.9799984118919, 12.9971737864253"
66664,"50.0271723440009, 9.37700271606445","50.0259500636427, 9.38266754150391"
66671,"50.2032753041483, 7.18574523925781","50.215799362025, 7.18205451965332"
66672,"52.5216011572513, 13.3280253410339","52.5108945978435, 13.3420372009277"
66675,"49.2149265378304, 7.61910438537598","49.2128099779255, 7.63886690139771"
66679,"50.9655119548891, 7.16375359537779","50.94006092954, 7.17605625162833"
66692,"49.2671936081051, 11.4684391021729","49.2410952397804, 11.455135345459"
66696,"48.5184520865243, 9.05960083007813","48.5206692827537, 9.10285949707031"
66703,"52.6329042404529, 9.22655796431173","52.4619313112516, 9.37000372803596"
66706,"52.5926207210004, 13.3389902114868","52.5996590917936, 13.3061170578003"
66708,"52.2177813252728, 13.4500122070313","52.2185218870947, 13.4517288208008"
66710,"49.6592110592602, 7.26539611816406","49.6558638280055, 7.2664475440979"
66713,"50.2696034762832, 11.4087438583374","50.2458455214037, 11.4271974563599"
66716,"51.5182115297684, 6.88025057261257","51.5573215006829, 6.88862800423522"
66718,"50.4350126126594, 7.51155853271484","50.4443602795114, 7.53044128417969"
66735,"52.3693404309205, 9.72792148590088","52.36203662095, 9.73517417907715"
66736,"51.1327325650546, 7.21218216425769","51.1334021114857, 7.22428429133288"
66740,"48.4018844816381, 13.3085632324219","48.3489623846144, 13.3058166503906"
66747,"53.6014338889378, 9.87865090370178","53.5470633811288, 9.86529350280762"
66751,"47.6510645828067, 8.34497451782227","47.6530195621804, 8.3382797241211"
66752,"50.0163193906143, 10.2862071990967","50.0123948085083, 10.3008842468262"
66758,"51.2547144160182, 7.16913592841593","52.7258682283035, 7.65211622303713"
66766,"52.5023034162913, 13.4342751502663","52.5406324239483, 13.4079160680994"
66768,"49.5958302917481, 11.1240005493164","49.5748868004673, 11.1353302001953"
66780,"52.5390546231673, 13.6416292190552","52.5360674747627, 13.6730003356934"
66784,"52.4863279646766, 13.2673645019531","52.5616645437844, 13.282470703125"
66788,"49.8440915930551, 10.0427227030741","49.8314536240325, 10.0648670207011"
66800,"49.9582892908627, 8.01313161849976","49.951002452406, 8.00714492797852"
66801,"49.9051589505692, 7.04438209533691","49.89807341901, 7.03991889953613"
66803,"50.7422327505109, 12.6567649841309","50.7386388008273, 12.65625"
66806,"53.4250889326287, 9.99386787414551","53.4221776084172, 9.99678611755371"
66807,"51.0516033149084, 6.20355608873069","51.0687979998823, 6.20295381493634"
66814,"49.5301735869441, 8.72649192810059","49.5394141805792, 8.73370170593262"
66818,"48.8327004766988, 9.31597709655762","48.8313397766028, 9.31966781616211"
66821,"51.4493641939109, 9.4132919353433","51.451464303719, 9.41154956555693"
66822,"52.2980432246557, 13.4442952723475","52.3024484316883, 13.4390442771837"
66826,"47.8723838652402, 9.80478286743164","47.9368240724673, 9.85673905815929"
66837,"52.576573245333, 13.4237480163574","52.5782545375057, 13.4072685241699"
66843,"51.513870548724, 10.2708435058594","51.6310180285296, 10.4727172851563"
66852,"54.3692769305328, 10.2059555053711","54.3693685987021, 10.1959991455078"
66856,"51.0908065064401, 13.7149572381168","51.105002218537, 13.7201070794254"
66857,"48.1601600324882, 12.8272247314453","48.1841757958253, 12.8268814086914"
66862,"50.1744869866923, 8.69001388549805","50.2168541215661, 8.64160537719727"
66865,"50.9637280118321, 6.98065280914307","50.9738001446796, 6.99296951293945"
66868,"51.3135642124534, 12.2671794891357","51.3231243898402, 12.352409362793"
66873,"49.44513324657, 11.0518523456631","49.4645575757212, 11.0373201375478"
66875,"52.1020644002867, 8.78601551055908","52.0957364778923, 8.77601623535156"
66876,"49.7122094712126, 8.83828639984131","49.7127275886012, 8.89420509338379"
66884,"52.2625722461397, 10.5405278208491","52.2696733666609, 10.577319143631"
66891,"50.6412420299322, 11.8192291259766","50.6486781591487, 11.7745971679688"
66892,"51.4884648266779, 9.1461181640625","51.4374035581685, 9.13787841796875"
66897,"49.7091854645686, 10.8962306601461","49.7134018782023, 10.9449643129483"
66900,"50.9501137340711, 6.82971954345703","50.9475266041627, 6.86954498291016"
66905,"49.1358037170552, 9.22690629959107","49.1292972751995, 9.20144677162171"
66912,"51.1934514301313, 6.44468307495117","51.2259002686133, 6.8138512596488"
66918,"48.4337867314951, 7.80865994689521","48.429911253999, 7.81586972472724"
66921,"49.5185500832634, 11.7461013793945","49.5102468839742, 11.7756271362305"
66923,"53.4617004045708, 10.2477979660034","53.4603881481955, 10.2471971511841"
66927,"52.3116681711959, 9.19581413269043","52.3138585971872, 9.19609308242798"
66929,"52.497635154121, 13.5145677244551","52.5027431652234, 13.5335683822632"
66930,"51.1116211099266, 6.41774511284893","51.1248888253282, 6.4127240201924"
66932,"49.1585030396517, 10.1727690688858","49.1518477843862, 10.1839807032229"
66934,"51.9274801144864, 7.66952345555183","51.9144014218708, 7.66537279210752"
66938,"49.2356911158536, 7.24802397424355","49.24098304909, 7.25669718129211"
66940,"50.5020999194931, 9.12809371948242","50.5100582534465, 9.22776460647583"
66941,"53.1400870528092, 8.20850372314453","53.1347861954901, 8.2122802734375"
66946,"48.087493169714, 11.6414480219828","48.073722453572, 11.6393022547709"
66948,"52.5944243030685, 13.3997368812561","52.6174428830034, 13.3876132965088"
66960,"53.3754468942112, 7.22115039825439","53.3728092108459, 7.21267461776733"
66967,"48.0651316887236, 8.53569030761719","48.0413686610674, 8.52951049804688"
66983,"49.6378848543668, 8.66415023454465","49.6383133225738, 8.67476642830297"
66989,"49.2845485602328, 10.6695002317429","49.2803821193651, 10.6688189506531"
66992,"48.5416558271326, 9.9151611328125","48.5494044586154, 9.90451812744141"
66993,"53.0725012209779, 8.8198059797287","53.1010571963987, 8.83240699768067"
66998,"50.6142754221948, 12.2464352846146","50.6155384174698, 12.2511827945709"
66999,"50.3968698629274, 8.74550342559815","50.3796869612087, 8.75043869018555"
67001,"47.8713571152515, 12.6483192422893","47.8793479129689, 12.6469459512737"
67002,"50.0546010664996, 9.07499349097634","50.0566322350212, 9.08018088353856"
67017,"50.9969072886457, 6.91323280334473","50.9936099266218, 6.91079266369343"
67021,"48.7335637694035, 9.81966017978266","48.7337335940503, 9.8243522644043"
67027,"53.547974736271, 9.96141314506531","53.5580008478301, 9.95365405200573"
67028,"51.9861752033174, 8.04611206054688","51.9996885410859, 8.03752899169922"
67035,"50.1188170284205, 8.68881225585938","50.1337840546142, 8.25965881347656"
67037,"53.2625741601632, 10.4614219686482","53.2607079292044, 10.4847679159138"
67038,"51.0448476444618, 10.0634765625","51.4396632193147, 7.02129364013672"
67043,"51.6924626012591, 8.37347030639649","51.4547690615774, 8.44419479370117"
67051,"51.2223676455297, 6.78762495517731","51.2293553585198, 6.7791223526001"
67065,"53.648259668958, 10.1286363592953","53.7031322005366, 10.1324558275519"
67072,"52.4198550446, 13.5300493240356","52.4048382947323, 13.597469329834"
67078,"50.988260130453, 7.08987236022949","50.9942029035371, 7.07510948181152"
67095,"49.087039882078, 7.71236800937913","49.0843519619183, 7.70587491962942"
67096,"52.6879699727642, 13.2857322692871","52.7050019368657, 13.2956886291504"
67102,"52.0172332765299, 8.43609559542529","52.0208002908197, 8.43868231786473"
67109,"49.4101131961808, 7.37646102905274","49.4015196598028, 7.38068818784086"
67123,"48.8880664222643, 9.12448627408594","48.8895253513308, 9.11126834806055"
67125,"52.5290099169324, 13.5379242897034","52.5294792458765, 13.5397696495056"
67133,"52.885231210952, 7.29938507080078","52.8854143723845, 7.2811201075092"
67142,"52.5332341456523, 13.5461157543978","52.5336625976277, 13.5820369730936"
67148,"48.4240943865531, 11.5916372536958","48.4140560466121, 11.6679031844978"
67152,"53.6243265239, 10.0257979632079","53.6159319022477, 10.0233249674784"
67157,"49.3625046954214, 8.30841064453125","49.3651152857244, 8.29673767089844"
67160,"51.2280183685939, 6.75727844238281","51.2377501292214, 6.76199913024902"
67163,"53.4335000452602, 10.0992164632771","53.4069659552048, 10.081363680074"
67183,"51.0621403281735, 6.71363353729248","51.0622482133033, 6.70560836791992"
67184,"52.273252056551, 11.4755630493164","52.2690240363943, 11.4649200439453"
67191,"50.9424224444632, 6.87357902526856","50.9432626233165, 6.86729192733765"
67201,"52.5224881528076, 8.19734573364258","52.4781801445649, 8.09606552124024"
67202,"53.5566769906293, 13.2563781738281","53.5395040472766, 13.2179260253906"
67203,"48.760528654985, 8.23924827680457","48.7601495660782, 8.24165153608192"
67204,"51.3433557727599, 9.52629090752453","51.3454187251936, 9.5488643628778"
67228,"51.6530889191345, 7.79754638671875","51.6505239146572, 7.79273986816406"
67249,"50.2357939609533, 7.44203567504883","50.2366792128133, 7.40409851074219"
67252,"48.4659821263273, 7.94650554656983","48.4711687919478, 7.95590400695801"
67260,"50.6085971457341, 12.1669807413127","50.6006511976249, 12.1641440400708"
67262,"50.6464195508342, 7.49997138977051","50.6700827747625, 7.48894214630127"
67263,"48.3484133486069, 10.939856171608","48.3409615607736, 10.9388637542725"
67272,"50.6065707764206, 12.6385474205017","50.6038875406482, 12.6408863067627"
67276,"51.3796159334053, 12.3216819763184","51.3984777167865, 12.3287200927734"
67279,"50.1199589793342, 8.68756771087647","50.1100696643282, 8.68411699855642"
67282,"51.5159553394995, 10.8025431632996","51.5132967554953, 10.7919859886169"
67286,"52.3433870359322, 14.0394973754883","52.3224285078456, 14.0394973754883"
67296,"50.0731487897014, 8.47955703735352","50.0674030506532, 8.49229881823703"
67298,"49.9008413563091, 8.03109169006348","49.9006616809904, 8.0341386795044"
67301,"53.6319350636925, 10.0109767843969","53.5943854018927, 10.0233650067821"
67303,"50.7762819760948, 7.88520199494087","50.7251800263131, 7.90200550563895"
67307,"50.8858745367208, 14.0090703964233","50.8852080491912, 14.0142524242401"
67311,"52.8325303260053, 13.8251137733459","52.8311774334675, 13.8150501251221"
67318,"53.8594633003809, 10.6705194711685","53.860215741459, 10.6779116392136"
67328,"50.7267161362689, 8.72640609741211","50.7149607234105, 8.71885299682617"
67333,"50.2908746972229, 6.67316436767578","50.3031564650951, 6.69548034667969"
67343,"48.2120302058538, 11.5589904785156","48.1774323887344, 11.5527248382568"
67344,"49.9799458727028, 9.14356041059364","51.2856698120957, 12.9969635093585"
67348,"48.3503589571573, 10.5861854553223","48.3361842396163, 10.6313180958387"
67362,"53.5496977372618, 10.0349807739258","53.5472118969789, 10.0315046310425"
67365,"53.4946328537101, 13.3085632324219","53.4891793999408, 13.3339691162109"
67367,"50.7744645741799, 8.04010391235352","50.7514454011127, 8.04182052612305"
67374,"48.9927418524625, 12.1998023986816","48.9648058254293, 12.2912979125977"
67376,"50.9446131646709, 6.926429271698","50.9512914979625, 6.94181442260742"
67381,"51.0085866671023, 13.8544635756989","51.064043622404, 13.8003366020348"
67385,"51.6516993631517, 7.07607704680413","51.6794676492602, 7.17967564647552"
67388,"48.0474045838185, 11.6250600811327","48.117362202197, 11.5890834348102"
